NUMRESERVA,IDESTADIA,IDSERVICIO,IDHORARIO,IDCONSUMO,IDCONVENCION,CAPACIDAD
12858,81294,20,12888,,,2
12859,81295,15,12889,,,4
12860,81296,14,12890,,,2
12861,81297,13,12891,,,4
12862,81298,22,12892,,,3
12863,81299,18,12893,,,4
12864,81300,6,12894,,,1
12865,81301,17,12895,,,1
12866,81302,13,12896,,,3
12867,81303,15,12897,,,4
12868,81304,13,12898,14,,1
12869,81305,4,12899,,,4
12870,81306,11,12900,15,,2
12871,81307,4,12901,,,1
12872,81308,22,12902,,,2
12873,81309,18,12903,,,4
12874,81310,20,12904,,,1
12875,81311,6,12905,,,3
12876,81312,18,12906,,,2
12877,81313,6,12907,,,3
12878,81314,6,12908,,,1
12879,81315,15,12909,,,1
12880,81316,17,12910,,,2
12881,81317,12,12911,15,,1
12882,81318,8,12912,,,1
12883,81319,18,12913,,,1
12884,81320,6,12914,14,,2
12885,81321,12,12915,14,,3
12886,81322,20,12916,,,3
12887,81323,6,12917,,,4
12888,81324,20,12918,,,3
12889,81325,15,12919,,,2
12890,81326,14,12920,,,1
12891,81327,18,12921,,,2
12892,81328,6,12922,,,2
12893,81329,5,12923,,,4
12894,81330,18,12924,,,3
12895,81331,12,12925,,,1
12896,81332,8,12926,,,4
12897,81333,8,12927,,,3
12898,81334,4,12928,,,2
12899,81335,12,12929,,,1
12900,81336,20,12930,,,4
12901,81337,5,12931,,,2
12902,81338,14,12932,,,1
12903,81339,6,12933,,,4
12904,81340,8,12934,,,1
12905,81341,14,12935,15,,2
12906,81342,13,12936,,,3
12907,81343,12,12937,,,1
12908,81344,4,12938,,,1
12909,81345,20,12939,,,4
12910,81346,8,12940,,,1
12911,81347,5,12941,,,2
12912,81348,20,12942,,,1
12913,81349,4,12943,16,,2
12914,81350,15,12944,,,2
12915,81351,17,12945,,,4
12916,81352,8,12946,15,,1
12917,81353,22,12947,,,1
12918,81354,15,12948,,,2
12919,81355,6,12949,,,3
12920,81356,13,12950,,,3
12921,81357,11,12951,,,1
12922,81358,8,12952,,,4
12923,81359,14,12953,,,4
12924,81360,22,12954,,,2
12925,81361,5,12955,,,1
12926,81362,4,12956,,,1
12927,81363,15,12957,,,2
12928,81364,11,12958,,,2
12929,81365,5,12959,,,2
12930,81366,6,12960,,,2
12931,81367,11,12961,,,2
12932,81368,15,12962,,,1
12933,81369,17,12963,,,3
12934,81370,6,12964,,,2
12935,81371,11,12965,,,3
12936,81372,13,12966,,,3
12937,81373,11,12967,,,4
12938,81374,11,12968,,,4
12939,81375,14,12969,,,4
12940,81376,4,12970,,,3
12941,81377,13,12971,,,1
12942,81378,14,12972,,,3
12943,81379,11,12973,,,4
12944,81380,4,12974,14,,4
12945,81381,5,12975,,,3
12946,81382,11,12976,,,2
12947,81383,18,12977,,,1
12948,81384,13,12978,,,1
12949,81385,11,12979,,,4
12950,81386,14,12980,,,1
12951,81387,4,12981,,,4
12952,81388,12,12982,,,2
12953,81389,17,12983,,,2
12954,81390,4,12984,,,3
12955,81391,11,12985,,,3
12956,81392,17,12986,,,4
12957,81393,20,12987,,,4
12958,81394,11,12988,,,1
12959,81395,4,12989,,,1
12960,81396,13,12990,,,2
12961,81397,12,12991,15,,4
12962,81398,8,12992,,,1
12963,81399,22,12993,,,4
12964,81400,5,12994,,,2
12965,81401,6,12995,,,2
12966,81402,14,12996,,,2
12967,81403,4,12997,15,,2
12968,81404,20,12998,,,2
12969,81405,4,12999,,,3
12970,81406,15,13000,16,,1
12971,81407,22,13001,,,3
12972,81408,4,13002,,,3
12973,81409,12,13003,,,2
12974,81410,8,13004,,,2
12975,81411,17,13005,16,,1
12976,81412,17,13006,,,4
12977,81413,20,13007,,,4
12978,81414,18,13008,,,2
12979,81415,18,13009,15,,3
12980,81416,12,13010,,,2
12981,81417,15,13011,,,4
12982,81418,14,13012,,,2
12983,81419,8,13013,16,,3
12984,81420,8,13014,,,2
12985,81421,5,13015,16,,3
12986,81422,20,13016,,,4
12987,81423,17,13017,,,3
12988,81424,22,13018,,,2
12989,81425,8,13019,,,2
12990,81426,15,13020,,,4
12991,81427,11,13021,,,4
12992,81428,6,13022,,,1
12993,81429,22,13023,,,4
12994,81430,22,13024,,,2
12995,81431,13,13025,,,3
12996,81432,18,13026,,,4
12997,81433,13,13027,,,3
12998,81434,18,13028,15,,1
12999,81435,14,13029,,,2
13000,81436,13,13030,,,3
13001,81437,6,13031,,,2
13002,81438,12,13032,,,3
13003,81439,8,13033,,,2
13004,81440,20,13034,,,4
13005,81441,17,13035,,,1
13006,81442,14,13036,,,3
13007,81443,8,13037,,,2
13008,81444,12,13038,,,1
13009,81445,6,13039,,,2
13010,81446,22,13040,16,,4
13011,81447,8,13041,,,1
13012,81448,22,13042,,,1
13013,81449,8,13043,,,4
13014,81450,6,13044,,,2
13015,81451,5,13045,,,4
13016,81452,11,13046,,,2
13017,81453,6,13047,,,4
13018,81454,11,13048,,,3
13019,81455,15,13049,,,1
13020,81456,11,13050,,,4
13021,81457,5,13051,,,4
13022,81458,11,13052,,,4
13023,81459,22,13053,,,2
13024,81460,5,13054,,,2
13025,81461,18,13055,,,3
13026,81462,13,13056,,,4
13027,81463,22,13057,,,4
13028,81464,12,13058,,,3
13029,81465,6,13059,,,3
13030,81466,13,13060,,,4
13031,81467,20,13061,,,1
13032,81468,8,13062,,,1
13033,81469,22,13063,,,3
13034,81470,13,13064,,,1
13035,81471,4,13065,,,1
13036,81472,5,13066,,,1
13037,81473,14,13067,,,3
13038,81474,22,13068,,,1
13039,81475,22,13069,,,2
13040,81476,6,13070,,,2
13041,81477,8,13071,,,4
13042,81478,14,13072,,,1
13043,81479,18,13073,,,3
13044,81480,22,13074,,,4
13045,81481,15,13075,,,1
13046,81482,18,13076,,,2
13047,81483,20,13077,,,3
13048,81484,4,13078,,,4
13049,81485,20,13079,,,4
13050,81486,12,13080,,,4
13051,81487,6,13081,,,1
13052,81488,4,13082,,,3
13053,81489,15,13083,16,,4
13054,81490,15,13084,,,1
13055,81491,18,13085,,,2
13056,81492,4,13086,,,2
13057,81493,22,13087,,,1
13058,81494,18,13088,,,4
13059,81495,4,13089,,,2
13060,81496,22,13090,,,4
13061,81497,6,13091,,,1
13062,81498,6,13092,15,,2
13063,81499,8,13093,,,3
13064,81500,4,13094,,,3
13065,81501,17,13095,,,1
13066,81502,11,13096,,,2
13067,81503,4,13097,,,4
13068,81504,4,13098,,,2
13069,81505,13,13099,,,2
13070,81506,8,13100,,,2
13071,81507,13,13101,,,3
13072,81508,15,13102,,,1
13073,81509,11,13103,,,2
13074,81510,5,13104,,,4
13075,81511,14,13105,,,3
13076,81512,11,13106,,,3
13077,81513,18,13107,,,1
13078,81514,22,13108,,,2
13079,81515,18,13109,,,3
13080,81516,22,13110,,,1
13081,81517,14,13111,,,2
13082,81518,5,13112,,,1
13083,81519,5,13113,,,1
13084,81520,5,13114,,,1
13085,81521,14,13115,,,4
13086,81522,15,13116,,,4
13087,81523,5,13117,,,4
13088,81524,14,13118,,,4
13089,81525,13,13119,,,2
13090,81526,12,13120,,,4
13091,81527,15,13121,,,1
13092,81528,6,13122,,,1
13093,81529,17,13123,,,1
13094,81530,22,13124,,,4
13095,81531,12,13125,,,2
13096,81532,8,13126,,,2
13097,81533,13,13127,,,3
13098,81534,14,13128,,,3
13099,81535,4,13129,,,3
13100,81536,18,13130,,,4
13101,81537,20,13131,,,1
13102,81538,20,13132,,,2
13103,81539,12,13133,,,2
13104,81540,18,13134,,,1
13105,81541,12,13135,,,3
13106,81542,15,13136,,,1
13107,81543,8,13137,,,1
13108,81544,5,13138,,,2
13109,81545,17,13139,,,2
13110,81546,11,13140,,,3
13111,81547,5,13141,,,1
13112,81548,12,13142,,,2
13113,81549,22,13143,,,4
13114,81550,12,13144,,,4
13115,81551,4,13145,,,1
13116,81552,4,13146,,,3
13117,81553,12,13147,,,4
13118,81554,12,13148,,,3
13119,81555,4,13149,,,4
13120,81556,8,13150,,,2
13121,81557,15,13151,,,1
13122,81558,17,13152,,,2
13123,81559,8,13153,16,,3
13124,81560,8,13154,,,4
13125,81561,20,13155,,,2
13126,81562,11,13156,,,1
13127,81563,14,13157,,,2
13128,81564,6,13158,,,4
13129,81565,15,13159,,,1
13130,81566,4,13160,,,2
13131,81567,14,13161,,,1
13132,81568,8,13162,,,3
13133,81569,18,13163,,,2
13134,81570,8,13164,,,3
13135,81571,11,13165,,,1
13136,81572,12,13166,,,3
13137,81573,20,13167,,,4
13138,81574,4,13168,,,4
13139,81575,8,13169,,,1
13140,81576,18,13170,,,1
13141,81577,22,13171,,,4
13142,81578,17,13172,,,4
13143,81579,8,13173,,,4
13144,81580,15,13174,,,3
13145,81581,5,13175,15,,4
13146,81582,22,13176,,,2
13147,81583,12,13177,,,4
13148,81584,17,13178,,,3
13149,81585,11,13179,,,3
13150,81586,12,13180,,,3
13151,81587,4,13181,,,2
13152,81588,11,13182,,,2
13153,81589,4,13183,,,1
13154,81590,17,13184,,,1
13155,81591,6,13185,,,1
13156,81592,20,13186,,,2
13157,81593,20,13187,,,3
13158,81594,8,13188,,,3
13159,81595,6,13189,,,2
13160,81596,17,13190,,,1
13161,81597,11,13191,,,3
13162,81598,6,13192,,,2
13163,81599,15,13193,,,3
13164,81600,6,13194,,,3
13165,81601,22,13195,,,4
13166,81602,5,13196,,,2
13167,81603,11,13197,,,3
13168,81604,14,13198,,,2
13169,81605,14,13199,,,4
13170,81606,13,13200,,,2
13171,81607,18,13201,,,1
13172,81608,20,13202,,,4
13173,81609,20,13203,,,4
13174,81610,13,13204,,,2
13175,81611,14,13205,,,2
13176,81612,12,13206,,,1
13177,81613,22,13207,,,3
13178,81614,15,13208,,,2
13179,81615,18,13209,,,1
13180,81616,17,13210,,,2
13181,81617,6,13211,,,2
13182,81618,6,13212,16,,4
13183,81619,20,13213,,,1
13184,81620,5,13214,,,3
13185,81621,11,13215,14,,2
13186,81622,17,13216,,,2
13187,81623,11,13217,,,2
13188,81624,12,13218,,,1
13189,81625,22,13219,,,4
13190,81626,20,13220,,,4
13191,81627,12,13221,,,1
13192,81628,22,13222,14,,4
13193,81629,6,13223,,,1
13194,81630,13,13224,,,3
13195,81631,22,13225,,,3
13196,81632,6,13226,,,3
13197,81633,8,13227,,,1
13198,81634,11,13228,,,3
13199,81635,11,13229,,,3
13200,81636,4,13230,,,2
13201,81637,6,13231,,,2
13202,81638,13,13232,15,,2
13203,81639,20,13233,,,3
13204,81640,17,13234,,,3
13205,81641,13,13235,,,3
13206,81642,14,13236,,,1
13207,81643,12,13237,,,3
13208,81644,18,13238,,,1
13209,81645,11,13239,,,3
13210,81646,20,13240,,,3
13211,81647,18,13241,,,2
13212,81648,12,13242,,,4
13213,81649,11,13243,,,1
13214,81650,4,13244,,,1
13215,81651,14,13245,,,3
13216,81652,18,13246,,,3
13217,81653,5,13247,,,1
13218,81654,22,13248,,,3
13219,81655,8,13249,,,3
13220,81656,18,13250,,,4
13221,81657,15,13251,,,4
13222,81658,18,13252,,,4
13223,81659,8,13253,,,1
13224,81660,11,13254,,,3
13225,81661,8,13255,,,3
13226,81662,13,13256,,,3
13227,81663,15,13257,,,2
13228,81664,11,13258,,,2
13229,81665,5,13259,,,3
13230,81666,12,13260,,,4
13231,81667,14,13261,,,2
13232,81668,12,13262,,,3
13233,81669,15,13263,,,4
13234,81670,15,13264,,,3
13235,81671,22,13265,,,4
13236,81672,6,13266,,,4
13237,81673,13,13267,,,2
13238,81674,14,13268,,,1
13239,81675,12,13269,,,4
13240,81676,6,13270,,,3
13241,81677,11,13271,,,4
13242,81678,11,13272,,,3
13243,81679,11,13273,,,4
13244,81680,15,13274,,,1
13245,81681,22,13275,,,1
13246,81682,22,13276,,,2
13247,81683,18,13277,,,1
13248,81684,5,13278,,,1
13249,81685,22,13279,,,4
13250,81686,8,13280,,,2
13251,81687,20,13281,,,4
13252,81688,11,13282,,,2
13253,81689,5,13283,,,4
13254,81690,12,13284,,,3
13255,81691,17,13285,,,1
13256,81692,5,13286,,,3
13257,81693,4,13287,,,4
13258,81694,15,13288,,,2
13259,81695,5,13289,,,2
13260,81696,11,13290,,,3
13261,81697,18,13291,,,3
13262,81698,5,13292,,,2
13263,81699,17,13293,,,1
13264,81700,18,13294,,,3
13265,81701,13,13295,,,1
13266,81702,18,13296,,,2
13267,81703,8,13297,14,,3
13268,81704,15,13298,,,1
13269,81705,8,13299,,,1
13270,81706,5,13300,,,1
13271,81707,22,13301,,,1
13272,81708,18,13302,14,,1
13273,81709,8,13303,,,3
13274,81710,17,13304,,,4
13275,81711,17,13305,,,4
13276,81712,18,13306,,,3
13277,81713,20,13307,,,3
13278,81714,13,13308,,,3
13279,81715,5,13309,,,2
13280,81716,4,13310,,,1
13281,81717,11,13311,,,2
13282,81718,14,13312,,,4
13283,81719,5,13313,,,4
13284,81720,11,13314,,,2
13285,81721,15,13315,,,4
13286,81722,20,13316,,,3
13287,81723,14,13317,,,3
13288,81724,6,13318,,,2
13289,81725,17,13319,,,1
13290,81726,5,13320,,,3
13291,81727,6,13321,,,1
13292,81728,13,13322,,,4
13293,81729,11,13323,,,3
13294,81730,20,13324,,,1
13295,81731,18,13325,,,2
13296,81732,11,13326,,,3
13297,81733,20,13327,,,4
13298,81734,18,13328,,,3
13299,81735,13,13329,,,2
13300,81736,13,13330,,,2
13301,81737,18,13331,,,4
13302,81738,13,13332,,,2
13303,81739,18,13333,,,2
13304,81740,14,13334,,,2
13305,81741,8,13335,,,1
13306,81742,4,13336,,,4
13307,81743,8,13337,,,2
13308,81744,13,13338,,,4
13309,81745,5,13339,,,3
13310,81746,14,13340,,,3
13311,81747,20,13341,,,3
13312,81748,11,13342,,,2
13313,81749,5,13343,16,,2
13314,81750,8,13344,,,4
13315,81751,13,13345,,,3
13316,81752,22,13346,,,2
13317,81753,15,13347,,,3
13318,81754,17,13348,,,2
13319,81755,6,13349,,,3
13320,81756,15,13350,15,,1
13321,81757,15,13351,,,3
13322,81758,4,13352,,,4
13323,81759,18,13353,,,4
13324,81760,22,13354,,,2
13325,81761,17,13355,,,1
13326,81762,17,13356,,,1
13327,81763,12,13357,,,4
13328,81764,18,13358,,,1
13329,81765,14,13359,,,4
13330,81766,22,13360,,,3
13331,81767,8,13361,,,1
13332,81768,13,13362,,,3
13333,81769,15,13363,,,1
13334,81770,22,13364,,,2
13335,81771,5,13365,,,3
13336,81772,14,13366,16,,4
13337,81773,6,13367,,,2
13338,81774,18,13368,,,2
13339,81775,15,13369,,,1
13340,81776,13,13370,14,,4
13341,81777,14,13371,,,2
13342,81778,6,13372,,,4
13343,81779,8,13373,,,2
13344,81780,22,13374,,,2
13345,81781,5,13375,,,4
13346,81782,14,13376,,,3
13347,81783,6,13377,16,,1
13348,81784,14,13378,,,2
13349,81785,14,13379,,,2
13350,81786,11,13380,,,3
13351,81787,22,13381,,,2
13352,81788,13,13382,,,4
13353,81789,4,13383,,,3
13354,81790,11,13384,,,3
13355,81791,4,13385,,,4
13356,81792,20,13386,,,1
13357,81793,20,13387,,,4
13358,81794,8,13388,,,3
13359,81795,5,13389,,,2
13360,81796,20,13390,,,3
13361,81797,8,13391,,,4
13362,81798,4,13392,,,1
13363,81799,5,13393,,,4
13364,81800,6,13394,,,4
13365,81801,11,13395,,,4
13366,81802,6,13396,,,2
13367,81803,18,13397,,,4
13368,81804,22,13398,,,1
13369,81805,4,13399,,,3
13370,81806,8,13400,,,3
13371,81807,6,13401,,,1
13372,81808,11,13402,,,3
13373,81809,6,13403,15,,2
13374,81810,6,13404,,,2
13375,81811,13,13405,,,4
13376,81812,20,13406,,,4
13377,81813,12,13407,,,1
13378,81814,15,13408,,,4
13379,81815,4,13409,,,2
13380,81816,11,13410,,,4
13381,81817,20,13411,,,1
13382,81818,4,13412,,,4
13383,81819,13,13413,,,1
13384,81820,22,13414,,,4
13385,81821,22,13415,,,2
13386,81822,6,13416,,,3
13387,81823,14,13417,,,1
13388,81824,20,13418,,,1
13389,81825,8,13419,,,3
13390,81826,14,13420,,,2
13391,81827,6,13421,,,2
13392,81828,6,13422,,,2
13393,81829,4,13423,,,4
13394,81830,13,13424,,,4
13395,81831,6,13425,,,3
13396,81832,13,13426,14,,1
13397,81833,8,13427,,,1
13398,81834,15,13428,,,3
13399,81835,15,13429,,,3
13400,81836,4,13430,,,4
13401,81837,17,13431,,,1
13402,81838,15,13432,,,4
13403,81839,11,13433,16,,2
13404,81840,6,13434,,,4
13405,81841,11,13435,,,3
13406,81842,20,13436,,,1
13407,81843,17,13437,,,2
13408,81844,20,13438,,,3
13409,81845,20,13439,,,2
13410,81846,11,13440,,,3
13411,81847,18,13441,,,3
13412,81848,11,13442,16,,1
13413,81849,15,13443,,,4
13414,81850,18,13444,,,2
13415,81851,20,13445,,,1
13416,81852,6,13446,,,4
13417,81853,20,13447,,,4
13418,81854,6,13448,,,3
13419,81855,12,13449,,,1
13420,81856,8,13450,,,2
13421,81857,15,13451,,,3
13422,81858,14,13452,,,3
13423,81859,14,13453,,,4
13424,81860,6,13454,,,1
13425,81861,20,13455,,,4
13426,81862,4,13456,,,2
13427,81863,17,13457,,,1
13428,81864,11,13458,,,3
13429,81865,15,13459,,,3
13430,81866,6,13460,,,2
13431,81867,6,13461,,,3
13432,81868,8,13462,,,1
13433,81869,17,13463,,,1
13434,81870,8,13464,,,3
13435,81871,22,13465,,,1
13436,81872,5,13466,,,1
13437,81873,12,13467,,,3
13438,81874,20,13468,,,1
13439,81875,17,13469,,,4
13440,81876,18,13470,,,3
13441,81877,12,13471,,,1
13442,81878,15,13472,,,1
13443,81879,22,13473,,,3
13444,81880,14,13474,,,3
13445,81881,17,13475,,,1
13446,81882,14,13476,,,4
13447,81883,12,13477,,,1
13448,81884,15,13478,,,1
13449,81885,18,13479,15,,1
13450,81886,15,13480,,,2
13451,81887,12,13481,,,2
13452,81888,5,13482,,,4
13453,81889,13,13483,,,3
13454,81890,15,13484,,,3
13455,81891,5,13485,,,1
13456,81892,6,13486,,,3
13457,81893,22,13487,,,1
13458,81894,15,13488,,,2
13459,81895,22,13489,,,2
13460,81896,22,13490,,,3
13461,81897,14,13491,,,3
13462,81898,20,13492,,,3
13463,81899,8,13493,,,3
13464,81900,11,13494,14,,3
13465,81901,14,13495,,,4
13466,81902,6,13496,15,,2
13467,81903,12,13497,,,2
13468,81904,4,13498,14,,3
13469,81905,6,13499,,,3
13470,81906,20,13500,,,1
13471,81907,20,13501,,,3
13472,81908,4,13502,16,,3
13473,81909,17,13503,,,3
13474,81910,5,13504,14,,1
13475,81911,15,13505,,,4
13476,81912,17,13506,,,4
13477,81913,11,13507,,,2
13478,81914,5,13508,,,3
13479,81915,5,13509,,,4
13480,81916,17,13510,,,3
13481,81917,18,13511,14,,1
13482,81918,15,13512,15,,1
13483,81919,15,13513,15,,2
13484,81920,11,13514,,,3
13485,81921,8,13515,,,2
13486,81922,15,13516,,,1
13487,81923,4,13517,,,2
13488,81924,22,13518,,,3
13489,81925,13,13519,,,3
13490,81926,14,13520,,,1
13491,81927,8,13521,,,4
13492,81928,22,13522,,,2
13493,81929,22,13523,,,1
13494,81930,18,13524,,,2
13495,81931,5,13525,,,3
13496,81932,8,13526,,,2
13497,81933,13,13527,,,4
13498,81934,12,13528,,,3
13499,81935,11,13529,,,4
13500,81936,15,13530,,,2
13501,81937,15,13531,,,2
13502,81938,18,13532,,,2
13503,81939,13,13533,,,3
13504,81940,22,13534,,,3
13505,81941,6,13535,,,2
13506,81942,22,13536,,,4
13507,81943,8,13537,,,4
13508,81944,14,13538,,,4
13509,81945,8,13539,,,3
13510,81946,11,13540,15,,1
13511,81947,5,13541,,,4
13512,81948,11,13542,,,1
13513,81949,22,13543,,,1
13514,81950,15,13544,,,2
13515,81951,14,13545,,,3
13516,81952,20,13546,,,2
13517,81953,12,13547,14,,2
13518,81954,14,13548,,,1
13519,81955,4,13549,,,1
13520,81956,22,13550,,,4
13521,81957,20,13551,,,2
13522,81958,17,13552,,,1
13523,81959,22,13553,,,4
13524,81960,18,13554,,,3
13525,81961,4,13555,,,4
13526,81962,8,13556,,,4
13527,81963,5,13557,,,1
13528,81964,18,13558,,,1
13529,81965,4,13559,,,2
13530,81966,15,13560,,,3
13531,81967,15,13561,,,3
13532,81968,11,13562,,,2
13533,81969,18,13563,,,1
13534,81970,13,13564,,,3
13535,81971,22,13565,,,2
13536,81972,20,13566,,,1
13537,81973,15,13567,,,4
13538,81974,18,13568,,,4
13539,81975,4,13569,,,4
13540,81976,14,13570,,,3
13541,81977,12,13571,,,1
13542,81978,6,13572,,,3
13543,81979,6,13573,,,4
13544,81980,5,13574,,,2
13545,81981,14,13575,14,,3
13546,81982,22,13576,,,2
13547,81983,13,13577,,,3
13548,81984,17,13578,,,1
13549,81985,12,13579,,,3
13550,81986,17,13580,,,2
13551,81987,18,13581,,,4
13552,81988,5,13582,,,3
13553,81989,8,13583,,,2
13554,81990,20,13584,,,1
13555,81991,20,13585,,,3
13556,81992,15,13586,,,4
13557,81993,15,13587,,,3
13558,81994,13,13588,,,1
13559,81995,8,13589,,,2
13560,81996,22,13590,,,2
13561,81997,13,13591,15,,3
13562,81998,4,13592,,,1
13563,81999,5,13593,,,1
13564,82000,13,13594,,,2
13565,82001,15,13595,,,4
13566,82002,4,13596,,,4
13567,82003,18,13597,16,,2
13568,82004,8,13598,,,3
13569,82005,15,13599,,,3
13570,82006,11,13600,,,4
13571,82007,17,13601,,,4
13572,82008,12,13602,,,3
13573,82009,5,13603,,,2
13574,82010,5,13604,,,4
13575,82011,22,13605,,,4
13576,82012,8,13606,,,3
13577,82013,13,13607,,,1
13578,82014,14,13608,,,3
13579,82015,5,13609,,,2
13580,82016,5,13610,,,4
13581,82017,17,13611,,,1
13582,82018,12,13612,,,3
13583,82019,12,13613,,,1
13584,82020,6,13614,,,1
13585,82021,13,13615,16,,1
13586,82022,14,13616,,,2
13587,82023,6,13617,,,3
13588,82024,12,13618,,,1
13589,82025,12,13619,,,4
13590,82026,6,13620,,,2
13591,82027,20,13621,,,3
13592,82028,8,13622,,,3
13593,82029,6,13623,14,,1
13594,82030,13,13624,,,1
13595,82031,14,13625,,,3
13596,82032,4,13626,,,2
13597,82033,17,13627,,,1
13598,82034,14,13628,,,4
13599,82035,6,13629,,,4
13600,82036,13,13630,15,,1
13601,82037,20,13631,,,4
13602,82038,12,13632,,,2
13603,82039,12,13633,,,3
13604,82040,13,13634,,,1
13605,82041,4,13635,,,1
13606,82042,11,13636,,,2
13607,82043,22,13637,,,2
13608,82044,12,13638,,,3
13609,82045,20,13639,,,1
13610,82046,12,13640,,,2
13611,82047,4,13641,,,3
13612,82048,5,13642,,,4
13613,82049,11,13643,15,,4
13614,82050,11,13644,,,1
13615,82051,18,13645,,,4
13616,82052,15,13646,,,1
13617,82053,14,13647,,,1
13618,82054,4,13648,16,,4
13619,82055,12,13649,,,3
13620,82056,6,13650,,,1
13621,82057,4,13651,,,3
13622,82058,13,13652,,,2
13623,82059,14,13653,,,2
13624,82060,12,13654,,,4
13625,82061,22,13655,,,4
13626,82062,13,13656,14,,3
13627,82063,11,13657,,,3
13628,82064,5,13658,16,,3
13629,82065,22,13659,,,3
13630,82066,5,13660,,,3
13631,82067,4,13661,,,4
13632,82068,11,13662,,,2
13633,82069,14,13663,,,1
13634,82070,17,13664,,,2
13635,82071,11,13665,,,2
13636,82072,11,13666,,,3
13637,82073,5,13667,,,4
13638,82074,6,13668,,,2
13639,82075,5,13669,,,2
13640,82076,11,13670,,,2
13641,82077,12,13671,15,,3
13642,82078,12,13672,,,4
13643,82079,8,13673,,,2
13644,82080,12,13674,,,4
13645,82081,13,13675,,,2
13646,82082,18,13676,,,3
13647,82083,11,13677,,,3
13648,82084,17,13678,,,1
13649,82085,22,13679,,,1
13650,82086,12,13680,,,3
13651,82087,4,13681,,,2
13652,82088,18,13682,,,2
13653,82089,17,13683,,,4
13654,82090,8,13684,,,1
13655,82091,8,13685,,,1
13656,82092,6,13686,,,4
13657,82093,22,13687,,,2
13658,82094,13,13688,,,4
13659,82095,17,13689,,,1
13660,82096,4,13690,,,2
13661,82097,20,13691,,,2
13662,82098,12,13692,,,4
13663,82099,11,13693,,,3
13664,82100,13,13694,,,3
13665,82101,15,13695,,,1
13666,82102,15,13696,,,1
13667,82103,11,13697,,,3
13668,82104,15,13698,,,3
13669,82105,12,13699,,,2
13670,82106,15,13700,,,1
13671,82107,11,13701,,,1
13672,82108,20,13702,,,4
13673,82109,8,13703,15,,2
13674,82110,18,13704,,,2
13675,82111,12,13705,,,2
13676,82112,12,13706,,,4
13677,82113,4,13707,,,4
13678,82114,18,13708,,,3
13679,82115,11,13709,,,3
13680,82116,20,13710,,,4
13681,82117,6,13711,,,1
13682,82118,18,13712,,,2
13683,82119,17,13713,,,1
13684,82120,4,13714,,,1
13685,82121,22,13715,,,4
13686,82122,8,13716,16,,3
13687,82123,5,13717,,,2
13688,82124,14,13718,,,1
13689,82125,15,13719,,,3
13690,82126,14,13720,,,3
13691,82127,14,13721,,,3
13692,82128,12,13722,,,1
13693,82129,12,13723,,,1
13694,82130,5,13724,,,4
13695,82131,18,13725,,,1
13696,82132,12,13726,,,3
13697,82133,22,13727,,,3
13698,82134,14,13728,,,1
13699,82135,12,13729,,,4
13700,82136,13,13730,,,2
13701,82137,8,13731,,,3
13702,82138,5,13732,,,3
13703,82139,20,13733,,,1
13704,82140,15,13734,,,3
13705,82141,4,13735,,,2
13706,82142,5,13736,,,1
13707,82143,8,13737,,,4
13708,82144,17,13738,,,3
13709,82145,13,13739,,,4
13710,82146,20,13740,,,4
13711,82147,22,13741,,,3
13712,82148,17,13742,,,1
13713,82149,18,13743,,,2
13714,82150,12,13744,,,4
13715,82151,5,13745,,,1
13716,82152,15,13746,,,4
13717,82153,12,13747,,,4
13718,82154,11,13748,,,2
13719,82155,20,13749,,,1
13720,82156,5,13750,,,3
13721,82157,4,13751,,,4
13722,82158,11,13752,,,3
13723,82159,12,13753,15,,3
13724,82160,8,13754,,,1
13725,82161,12,13755,,,3
13726,82162,14,13756,,,3
13727,82163,12,13757,15,,1
13728,82164,14,13758,,,3
13729,82165,6,13759,,,2
13730,82166,8,13760,,,3
13731,82167,22,13761,,,4
13732,82168,17,13762,,,2
13733,82169,15,13763,,,3
13734,82170,11,13764,,,1
13735,82171,5,13765,,,3
13736,82172,20,13766,,,1
13737,82173,11,13767,,,3
13738,82174,20,13768,,,2
13739,82175,11,13769,,,1
13740,82176,6,13770,,,2
13741,82177,15,13771,,,1
13742,82178,11,13772,,,1
13743,82179,5,13773,,,2
13744,82180,17,13774,,,3
13745,82181,20,13775,,,2
13746,82182,18,13776,,,2
13747,82183,12,13777,,,3
13748,82184,11,13778,,,1
13749,82185,13,13779,14,,3
13750,82186,5,13780,,,2
13751,82187,4,13781,,,1
13752,82188,14,13782,15,,4
13753,82189,11,13783,,,2
13754,82190,17,13784,,,1
13755,82191,8,13785,,,3
13756,82192,11,13786,,,4
13757,82193,18,13787,14,,2
13758,82194,8,13788,,,1
13759,82195,20,13789,,,4
13760,82196,12,13790,,,3
13761,82197,15,13791,,,1
13762,82198,12,13792,,,4
13763,82199,22,13793,,,2
13764,82200,5,13794,,,4
13765,82201,12,13795,,,3
13766,82202,12,13796,,,3
13767,82203,22,13797,,,4
13768,82204,6,13798,,,1
13769,82205,22,13799,,,4
13770,82206,4,13800,14,,2
13771,82207,18,13801,,,4
13772,82208,12,13802,,,1
13773,82209,6,13803,,,2
13774,82210,5,13804,,,1
13775,82211,15,13805,,,3
13776,82212,18,13806,,,1
13777,82213,22,13807,,,4
13778,82214,22,13808,,,1
13779,82215,15,13809,,,2
13780,82216,22,13810,,,4
13781,82217,11,13811,,,2
