IDESTADIA,FECHALLEGADA,FECHASALIDA,NUMEROPERSONAS,IDPLAN,IDHABITACION,CHECKIN,PAGADO,IDCLIENTE,IDCONVENCION
62239,02/11/2023,12/11/2023,3,209,22,1,1,1000001196,
62240,15/04/2023,30/04/2023,1,298,219,0,0,1000001197,
62241,24/11/2023,09/12/2023,3,217,113,0,0,1000001198,
62242,21/08/2023,28/08/2023,1,282,64,0,0,1000001199,
62243,19/08/2023,21/08/2023,2,270,140,0,0,1000001200,
62244,29/07/2023,10/08/2023,4,269,223,1,1,1000001201,
62245,09/09/2023,16/09/2023,1,236,228,0,0,1000001202,
62246,18/03/2023,31/03/2023,1,282,293,0,0,1000001203,
62247,10/07/2023,21/07/2023,3,272,149,0,0,1000001204,
62248,23/06/2023,05/07/2023,1,247,73,1,1,1000001205,
62249,01/09/2023,13/09/2023,4,223,158,0,0,1000001206,
62250,01/11/2023,09/11/2023,1,280,22,0,0,1000001207,
62251,04/04/2023,10/04/2023,1,283,25,0,0,1000001208,
62252,01/09/2023,15/09/2023,3,235,115,1,1,1000001209,
62253,06/10/2023,16/10/2023,4,243,297,0,0,1000001210,
62254,22/05/2023,06/06/2023,2,220,66,1,1,1000001211,
62255,26/07/2023,27/07/2023,1,267,268,0,0,1000001212,
62256,23/06/2023,02/07/2023,3,292,64,0,0,1000001213,
62257,15/07/2023,20/07/2023,2,212,254,1,1,1000001214,
62258,14/10/2023,24/10/2023,1,256,218,0,0,1000001215,
62259,05/10/2023,10/10/2023,4,227,190,0,0,1000001216,
62260,03/03/2023,05/03/2023,3,297,127,0,0,1000001217,
62261,07/09/2023,18/09/2023,2,249,154,1,1,1000001218,
62262,12/02/2023,27/02/2023,4,206,21,0,0,1000001219,
62263,19/07/2023,22/07/2023,4,230,287,0,0,1000001220,
62264,26/07/2023,02/08/2023,4,207,174,0,0,1000001221,
62265,03/08/2023,10/08/2023,4,288,81,0,0,1000001222,
62266,30/01/2023,09/02/2023,3,229,229,0,0,1000001223,
62267,27/10/2023,02/11/2023,1,213,32,0,0,1000001224,
62268,08/06/2023,10/06/2023,3,267,130,1,1,1000001225,
62269,14/08/2023,17/08/2023,2,207,3,1,1,1000001226,
62270,27/02/2023,05/03/2023,1,218,273,0,0,1000001227,
62271,25/08/2023,03/09/2023,3,290,203,0,0,1000001228,
62272,11/04/2023,12/04/2023,1,238,134,1,1,1000001229,
62273,16/11/2023,22/11/2023,3,231,20,0,0,1000001230,
62274,28/11/2023,30/11/2023,2,254,214,0,0,1000001231,
62275,22/09/2023,28/09/2023,4,247,136,1,1,1000001232,
62276,30/09/2023,08/10/2023,1,252,46,0,0,1000001233,
62277,18/09/2023,23/09/2023,1,248,285,0,0,1000001234,
62278,27/07/2023,29/07/2023,2,254,269,1,1,1000001235,
62279,04/05/2023,07/05/2023,4,281,206,1,1,1000001236,
62280,08/09/2023,21/09/2023,1,216,129,1,1,1000001237,
62281,07/12/2023,10/12/2023,3,229,90,0,0,1000001238,
62282,04/09/2023,18/09/2023,2,213,52,0,0,1000001239,
62283,04/07/2023,17/07/2023,4,299,204,1,1,1000001240,
62284,18/09/2023,26/09/2023,4,227,126,1,1,1000001241,
62285,28/04/2023,08/05/2023,3,287,67,0,0,1000001242,
62286,05/11/2023,14/11/2023,1,242,197,1,1,1000001243,
62287,20/09/2023,21/09/2023,1,262,26,1,1,1000001244,
62288,20/10/2023,21/10/2023,1,263,274,1,1,1000001245,
62289,22/09/2023,05/10/2023,1,299,185,0,0,1000001246,
62290,22/12/2023,27/12/2023,3,233,204,0,0,1000001247,
62291,10/08/2023,15/08/2023,1,247,111,1,1,1000001248,
62292,06/09/2023,08/09/2023,2,235,59,0,0,1000001249,
62293,28/06/2023,13/07/2023,4,210,225,0,0,1000001250,
62294,08/11/2023,09/11/2023,2,253,108,0,0,1000001251,
62295,07/11/2023,10/11/2023,4,269,39,1,1,1000001252,
62296,04/07/2023,08/07/2023,1,265,243,0,0,1000001253,
62297,28/09/2023,08/10/2023,2,242,11,0,0,1000001254,
62298,19/03/2023,02/04/2023,2,286,35,1,1,1000001255,
62299,21/02/2023,01/03/2023,2,210,139,1,1,1000001256,
62300,11/08/2023,21/08/2023,3,223,142,1,1,1000001257,
62301,06/10/2023,07/10/2023,3,260,293,1,1,1000001258,
62302,18/12/2023,19/12/2023,1,235,147,0,0,1000001259,
62303,09/03/2023,17/03/2023,4,294,264,1,1,1000001260,
62304,02/01/2023,05/01/2023,1,226,174,1,1,1000001261,
62305,18/02/2023,26/02/2023,1,241,291,0,0,1000001262,
62306,08/11/2023,16/11/2023,4,221,60,0,0,1000001263,
62307,09/06/2023,12/06/2023,3,247,115,1,1,1000001264,
62308,12/09/2023,16/09/2023,4,228,146,0,0,1000001265,
62309,17/06/2023,25/06/2023,3,228,284,0,0,1000001266,
62310,09/11/2023,22/11/2023,3,229,115,0,0,1000001267,
62311,26/04/2023,01/05/2023,2,221,169,1,1,1000001268,
62312,03/12/2023,07/12/2023,1,286,263,1,1,1000001269,
62313,09/08/2023,18/08/2023,1,294,221,1,1,1000001270,
62314,04/10/2023,13/10/2023,4,264,284,0,0,1000001271,
62315,29/06/2023,13/07/2023,3,262,73,1,1,1000001272,
62316,30/03/2023,02/04/2023,1,253,64,0,0,1000001273,
62317,26/02/2023,03/03/2023,1,279,167,0,0,1000001274,
62318,14/11/2023,29/11/2023,1,205,267,0,0,1000001275,
62319,14/01/2023,25/01/2023,1,224,169,0,0,1000001276,
62320,08/02/2023,18/02/2023,2,252,270,0,0,1000001277,
62321,17/02/2023,18/02/2023,1,268,18,1,1,1000001278,
62322,08/06/2023,09/06/2023,2,288,172,1,1,1000001279,
62323,31/03/2023,07/04/2023,2,292,144,0,0,1000001280,
62324,09/03/2023,13/03/2023,3,299,163,1,1,1000001281,
62325,14/01/2023,26/01/2023,2,222,37,0,0,1000001282,
62326,22/01/2023,02/02/2023,1,210,247,1,1,1000001283,
62327,17/08/2023,18/08/2023,2,202,300,0,0,1000001284,
62328,28/11/2023,29/11/2023,3,218,171,0,0,1000001285,
62329,13/09/2023,21/09/2023,3,262,188,0,0,1000001286,
62330,17/07/2023,30/07/2023,1,266,237,1,1,1000001287,
62331,18/09/2023,30/09/2023,2,215,275,1,1,1000001288,
62332,10/12/2023,18/12/2023,4,280,117,1,1,1000001289,
62333,18/04/2023,21/04/2023,1,300,290,1,1,1000001290,
62334,26/08/2023,03/09/2023,2,238,53,1,1,1000001291,
62335,14/11/2023,27/11/2023,1,230,100,1,1,1000001292,
62336,21/05/2023,01/06/2023,3,287,18,1,1,1000001293,
62337,11/01/2023,24/01/2023,1,295,258,0,0,1000001294,
62338,11/05/2023,19/05/2023,4,271,131,0,0,1000001295,
62339,24/04/2023,07/05/2023,2,274,146,0,0,1000001296,
62340,22/12/2023,28/12/2023,4,210,72,1,1,1000001297,
62341,06/10/2023,07/10/2023,2,268,211,1,1,1000001298,
62342,25/08/2023,03/09/2023,2,213,35,1,1,1000001299,
62343,25/12/2023,06/01/2024,1,257,243,1,1,1000001300,
62344,06/03/2023,15/03/2023,1,248,178,1,1,1000001301,
62345,20/09/2023,23/09/2023,1,204,13,0,0,1000001302,
62346,21/06/2023,06/07/2023,2,251,258,0,0,1000001303,
62347,16/10/2023,28/10/2023,4,235,295,0,0,1000001304,
62348,17/04/2023,27/04/2023,3,294,292,1,1,1000001305,
62349,06/04/2023,11/04/2023,3,298,279,0,0,1000001306,
62350,29/08/2023,12/09/2023,2,277,136,1,1,1000001307,
62351,05/10/2023,15/10/2023,1,229,151,0,0,1000001308,
62352,04/03/2023,08/03/2023,3,270,234,1,1,1000001309,
62353,19/04/2023,27/04/2023,4,227,233,0,0,1000001310,
62354,07/04/2023,15/04/2023,3,281,236,0,0,1000001311,
62355,12/12/2023,25/12/2023,1,256,102,0,0,1000001312,
62356,18/02/2023,01/03/2023,1,255,80,0,0,1000001313,
62357,07/09/2023,22/09/2023,1,225,87,0,0,1000001314,
62358,09/08/2023,10/08/2023,4,260,300,1,1,1000001315,
62359,02/02/2023,06/02/2023,4,273,258,0,0,1000001316,
62360,09/02/2023,10/02/2023,4,232,105,0,0,1000001317,
62361,10/10/2023,18/10/2023,1,262,9,1,1,1000001318,
62362,20/09/2023,27/09/2023,3,254,147,0,0,1000001319,
62363,24/01/2023,04/02/2023,1,254,133,1,1,1000001320,
62364,11/10/2023,17/10/2023,3,211,211,0,0,1000001321,
62365,24/10/2023,26/10/2023,4,206,98,1,1,1000001322,
62366,24/01/2023,04/02/2023,1,248,60,0,0,1000001323,
62367,01/03/2023,07/03/2023,2,211,133,1,1,1000001324,
62368,11/11/2023,24/11/2023,1,226,17,0,0,1000001325,
62369,18/05/2023,22/05/2023,3,202,195,0,0,1000001326,
62370,18/12/2023,26/12/2023,3,266,63,0,0,1000001327,
62371,01/02/2023,03/02/2023,2,286,74,1,1,1000001328,
62372,29/07/2023,08/08/2023,1,261,94,1,1,1000001329,
62373,14/12/2023,26/12/2023,1,286,69,1,1,1000001330,
62374,26/08/2023,05/09/2023,1,279,257,0,0,1000001331,
62375,16/03/2023,31/03/2023,2,215,29,0,0,1000001332,
62376,20/04/2023,04/05/2023,4,297,45,1,1,1000001333,
62377,12/11/2023,21/11/2023,2,273,159,1,1,1000001334,
62378,09/08/2023,15/08/2023,1,251,168,1,1,1000001335,
62379,04/07/2023,10/07/2023,4,245,92,0,0,1000001336,
62380,02/05/2023,13/05/2023,2,299,222,0,0,1000001337,
62381,30/01/2023,05/02/2023,2,205,233,1,1,1000001338,
62382,01/12/2023,13/12/2023,3,224,230,0,0,1000001339,
62383,06/08/2023,12/08/2023,1,246,234,1,1,1000001340,
62384,05/03/2023,09/03/2023,2,272,147,0,0,1000001341,
62385,23/04/2023,06/05/2023,4,287,188,1,1,1000001342,
62386,20/11/2023,24/11/2023,2,284,13,1,1,1000001343,
62387,26/10/2023,01/11/2023,3,205,267,1,1,1000001344,
62388,01/06/2023,11/06/2023,1,239,215,0,0,1000001345,
62389,20/08/2023,04/09/2023,4,248,234,1,1,1000001346,
62390,31/10/2023,15/11/2023,1,281,145,0,0,1000001347,
62391,12/12/2023,25/12/2023,2,297,20,0,0,1000001348,
62392,07/07/2023,19/07/2023,3,243,150,0,0,1000001349,
62393,01/08/2023,04/08/2023,3,213,183,1,1,1000001350,
62394,29/03/2023,13/04/2023,3,248,227,1,1,1000001351,
62395,12/05/2023,26/05/2023,1,297,20,1,1,1000001352,
62396,29/09/2023,14/10/2023,3,205,35,1,1,1000001353,
62397,30/12/2023,10/01/2024,2,267,99,1,1,1000001354,
62398,26/06/2023,02/07/2023,1,213,110,0,0,1000001355,
62399,29/06/2023,12/07/2023,1,205,230,1,1,1000001356,
62400,08/10/2023,22/10/2023,4,264,125,0,0,1000001357,
62401,06/05/2023,15/05/2023,4,204,192,0,0,1000001358,
62402,09/03/2023,22/03/2023,2,243,26,0,0,1000001359,
62403,11/11/2023,15/11/2023,4,212,105,0,0,1000001360,
62404,09/02/2023,18/02/2023,4,295,30,1,1,1000001361,
62405,31/07/2023,05/08/2023,4,229,254,0,0,1000001362,
62406,06/06/2023,14/06/2023,3,252,139,1,1,1000001363,
62407,07/03/2023,13/03/2023,3,215,241,1,1,1000001364,
62408,01/06/2023,02/06/2023,2,279,284,0,0,1000001365,
62409,05/07/2023,15/07/2023,1,290,198,1,1,1000001366,
62410,18/09/2023,22/09/2023,4,274,208,1,1,1000001367,
62411,24/02/2023,28/02/2023,3,206,269,0,0,1000001368,
62412,05/02/2023,06/02/2023,2,299,88,1,1,1000001369,
62413,30/06/2023,02/07/2023,1,293,145,0,0,1000001370,
62414,21/04/2023,22/04/2023,1,208,195,0,0,1000001371,
62415,07/03/2023,14/03/2023,2,275,292,0,0,1000001372,
62416,29/11/2023,03/12/2023,2,267,218,0,0,1000001373,
62417,02/07/2023,08/07/2023,4,258,131,1,1,1000001374,
62418,14/02/2023,01/03/2023,2,250,9,1,1,1000001375,
62419,31/10/2023,04/11/2023,1,278,294,0,0,1000001376,
62420,12/08/2023,15/08/2023,1,247,130,1,1,1000001377,
62421,03/04/2023,12/04/2023,3,229,136,0,0,1000001378,
62422,18/07/2023,28/07/2023,2,254,242,0,0,1000001379,
62423,12/01/2023,20/01/2023,1,265,277,1,1,1000001380,
62424,13/11/2023,24/11/2023,4,255,231,0,0,1000001381,
62425,24/09/2023,04/10/2023,3,284,192,1,1,1000001382,
62426,12/03/2023,23/03/2023,1,212,235,1,1,1000001383,
62427,22/09/2023,29/09/2023,3,279,230,1,1,1000001384,
62428,06/01/2023,15/01/2023,1,207,177,0,0,1000001385,
62429,21/11/2023,03/12/2023,3,237,67,0,0,1000001386,
62430,12/07/2023,13/07/2023,2,211,242,1,1,1000001387,
62431,11/09/2023,21/09/2023,2,219,298,0,0,1000001388,
62432,12/02/2023,22/02/2023,4,287,3,1,1,1000001389,
62433,10/08/2023,15/08/2023,1,268,216,1,1,1000001390,
62434,31/05/2023,04/06/2023,4,236,24,1,1,1000001391,
62435,25/04/2023,29/04/2023,3,216,129,1,1,1000001392,
62436,19/05/2023,25/05/2023,1,245,278,0,0,1000001393,
62437,22/01/2023,06/02/2023,3,251,127,1,1,1000001394,
62438,26/09/2023,11/10/2023,3,268,132,1,1,1000001395,
62439,21/12/2023,04/01/2024,2,231,53,1,1,1000001396,
62440,07/07/2023,09/07/2023,2,265,264,0,0,1000001397,
62441,11/11/2023,24/11/2023,3,222,245,1,1,1000001398,
62442,11/03/2023,19/03/2023,3,243,201,0,0,1000001399,
62443,13/10/2023,25/10/2023,4,222,262,1,1,1000001400,
62444,28/12/2023,12/01/2024,2,268,62,1,1,1000001401,
62445,20/12/2023,25/12/2023,1,217,138,1,1,1000001402,
62446,19/08/2023,29/08/2023,4,257,53,0,0,1000001403,
62447,10/08/2023,16/08/2023,3,259,259,0,0,1000001404,
62448,14/02/2023,17/02/2023,3,238,10,1,1,1000001405,
62449,25/12/2023,26/12/2023,3,297,165,1,1,1000001406,
62450,05/04/2023,13/04/2023,2,263,182,1,1,1000001407,
62451,18/11/2023,21/11/2023,1,267,256,0,0,1000001408,
62452,17/08/2023,20/08/2023,4,201,55,0,0,1000001409,
62453,27/11/2023,30/11/2023,3,273,237,1,1,1000001410,
62454,09/02/2023,20/02/2023,4,203,186,0,0,1000001411,
62455,07/03/2023,17/03/2023,3,205,244,1,1,1000001412,
62456,24/06/2023,08/07/2023,1,285,220,1,1,1000001413,
62457,13/11/2023,14/11/2023,1,236,215,1,1,1000001414,
62458,04/09/2023,15/09/2023,4,218,2,1,1,1000001415,
62459,11/08/2023,23/08/2023,4,241,18,1,1,1000001416,
62460,17/07/2023,20/07/2023,3,237,112,1,1,1000001417,
62461,04/11/2023,05/11/2023,1,224,73,1,1,1000001418,
62462,18/06/2023,27/06/2023,4,220,269,0,0,1000001419,
62463,01/01/2023,06/01/2023,3,228,202,1,1,1000001420,
62464,22/06/2023,28/06/2023,2,274,289,0,0,1000001421,
62465,25/01/2023,01/02/2023,1,258,103,1,1,1000001422,
62466,15/09/2023,20/09/2023,3,215,63,1,1,1000001423,
62467,04/03/2023,05/03/2023,2,237,263,0,0,1000001424,
62468,24/09/2023,07/10/2023,4,208,228,0,0,1000001425,
62469,08/01/2023,18/01/2023,3,203,276,0,0,1000001426,
62470,16/06/2023,29/06/2023,2,285,127,1,1,1000001427,
62471,30/07/2023,31/07/2023,1,214,16,0,0,1000001428,
62472,02/06/2023,05/06/2023,1,201,147,1,1,1000001429,
62473,16/02/2023,25/02/2023,4,221,31,0,0,1000001430,
62474,08/08/2023,21/08/2023,3,235,126,1,1,1000001431,
62475,19/06/2023,30/06/2023,4,204,21,0,0,1000001432,
62476,25/10/2023,05/11/2023,4,221,118,1,1,1000001433,
62477,16/08/2023,19/08/2023,1,268,243,1,1,1000001434,
62478,22/11/2023,01/12/2023,1,272,187,1,1,1000001435,
62479,17/05/2023,30/05/2023,2,242,136,1,1,1000001436,
62480,28/01/2023,04/02/2023,3,231,248,1,1,1000001437,
62481,21/08/2023,27/08/2023,1,264,74,0,0,1000001438,
62482,21/07/2023,31/07/2023,3,266,201,1,1,1000001439,
62483,25/09/2023,07/10/2023,1,285,145,0,0,1000001440,
62484,23/03/2023,04/04/2023,1,245,128,0,0,1000001441,
62485,15/04/2023,19/04/2023,1,206,290,1,1,1000001442,
62486,15/10/2023,18/10/2023,1,284,232,1,1,1000001443,
62487,05/08/2023,18/08/2023,4,282,34,1,1,1000001444,
62488,04/08/2023,09/08/2023,1,248,130,0,0,1000001445,
62489,11/08/2023,14/08/2023,1,202,15,1,1,1000001446,
62490,12/11/2023,21/11/2023,4,219,237,1,1,1000001447,
62491,26/12/2023,01/01/2024,2,260,134,0,0,1000001448,
62492,15/12/2023,20/12/2023,2,244,259,0,0,1000001449,
62493,10/10/2023,20/10/2023,1,206,21,1,1,1000001450,
62494,08/03/2023,11/03/2023,4,288,12,0,0,1000001451,
62495,14/07/2023,26/07/2023,1,212,5,0,0,1000001452,
62496,28/08/2023,12/09/2023,3,246,197,1,1,1000001453,
62497,19/02/2023,21/02/2023,2,245,30,0,0,1000001454,
62498,11/07/2023,24/07/2023,1,216,56,0,0,1000001455,
62499,17/08/2023,19/08/2023,1,223,251,1,1,1000001456,
62500,26/09/2023,10/10/2023,3,210,128,0,0,1000001457,
62501,07/04/2023,16/04/2023,1,206,209,0,0,1000001458,
62502,08/07/2023,18/07/2023,3,299,70,1,1,1000001459,
62503,14/07/2023,22/07/2023,1,297,20,0,0,1000001460,
62504,08/11/2023,17/11/2023,3,245,164,1,1,1000001461,
62505,21/12/2023,04/01/2024,4,287,294,1,1,1000001462,
62506,15/11/2023,16/11/2023,4,258,240,0,0,1000001463,
62507,28/12/2023,02/01/2024,1,266,201,0,0,1000001464,
62508,25/05/2023,07/06/2023,4,212,82,1,1,1000001465,
62509,04/02/2023,11/02/2023,2,276,292,0,0,1000001466,
62510,03/11/2023,18/11/2023,2,232,149,0,0,1000001467,
62511,24/10/2023,29/10/2023,1,275,2,0,0,1000001468,
62512,11/07/2023,21/07/2023,2,261,28,0,0,1000001469,
62513,24/03/2023,31/03/2023,4,206,36,1,1,1000001470,
62514,09/12/2023,24/12/2023,2,206,177,0,0,1000001471,
62515,12/02/2023,24/02/2023,2,247,280,0,0,1000001472,
62516,07/12/2023,22/12/2023,4,240,71,1,1,1000001473,
62517,28/04/2023,03/05/2023,2,277,213,1,1,1000001474,
62518,28/12/2023,12/01/2024,4,226,274,1,1,1000001475,
62519,19/08/2023,23/08/2023,3,204,75,0,0,1000001476,
62520,25/08/2023,08/09/2023,1,260,18,1,1,1000001477,
62521,01/11/2023,06/11/2023,3,246,61,1,1,1000001478,
62522,02/02/2023,03/02/2023,3,264,142,1,1,1000001479,
62523,17/10/2023,31/10/2023,1,295,78,1,1,1000001480,
62524,21/07/2023,22/07/2023,2,261,67,0,0,1000001481,
62525,22/04/2023,23/04/2023,3,269,244,1,1,1000001482,
62526,04/10/2023,12/10/2023,3,235,154,0,0,1000001483,
62527,19/06/2023,28/06/2023,3,296,196,0,0,1000001484,
62528,25/09/2023,03/10/2023,1,273,109,1,1,1000001485,
62529,11/03/2023,19/03/2023,4,300,131,1,1,1000001486,
62530,19/10/2023,22/10/2023,2,297,207,1,1,1000001487,
62531,23/06/2023,06/07/2023,1,201,188,0,0,1000001488,
62532,09/07/2023,19/07/2023,2,299,204,1,1,1000001489,
62533,07/12/2023,13/12/2023,3,270,221,1,1,1000001490,
62534,11/08/2023,15/08/2023,4,233,254,0,0,1000001491,
62535,28/07/2023,12/08/2023,1,246,33,0,0,1000001492,
62536,08/03/2023,11/03/2023,3,233,86,1,1,1000001493,
62537,09/04/2023,24/04/2023,3,279,256,1,1,1000001494,
62538,14/10/2023,27/10/2023,3,271,35,1,1,1000001495,
62539,05/08/2023,14/08/2023,1,207,239,0,0,1000001496,
62540,03/02/2023,15/02/2023,4,234,276,0,0,1000001497,
62541,05/04/2023,09/04/2023,2,219,261,1,1,1000001498,
62542,12/12/2023,19/12/2023,2,244,3,0,0,1000001499,
62543,12/06/2023,15/06/2023,1,241,126,0,0,1000001500,
62544,26/08/2023,05/09/2023,4,230,8,0,0,1000001501,
62545,25/09/2023,07/10/2023,2,222,125,1,1,1000001502,
62546,16/08/2023,29/08/2023,1,257,84,0,0,1000001503,
62547,13/06/2023,16/06/2023,2,287,60,0,0,1000001504,
62548,10/07/2023,15/07/2023,1,278,71,1,1,1000001505,
62549,09/01/2023,24/01/2023,2,229,160,1,1,1000001506,
62550,06/11/2023,18/11/2023,4,207,118,0,0,1000001507,
62551,16/10/2023,17/10/2023,4,274,114,1,1,1000001508,
62552,03/09/2023,15/09/2023,1,234,32,0,0,1000001509,
62553,29/03/2023,30/03/2023,4,209,181,0,0,1000001510,
62554,19/09/2023,28/09/2023,1,261,174,0,0,1000001511,
62555,08/05/2023,13/05/2023,3,220,185,1,1,1000001512,
62556,13/04/2023,28/04/2023,1,246,232,1,1,1000001513,
62557,22/05/2023,05/06/2023,2,259,257,1,1,1000001514,
62558,08/08/2023,17/08/2023,2,258,5,0,0,1000001515,
62559,27/07/2023,11/08/2023,4,272,144,1,1,1000001516,
62560,29/11/2023,07/12/2023,1,253,169,1,1,1000001517,
62561,31/01/2023,08/02/2023,3,282,2,1,1,1000001518,
62562,25/02/2023,07/03/2023,3,239,232,0,0,1000001519,
62563,31/08/2023,07/09/2023,2,235,78,0,0,1000001520,
62564,17/05/2023,23/05/2023,3,270,122,1,1,1000001521,
62565,11/07/2023,26/07/2023,1,269,207,1,1,1000001522,
62566,10/08/2023,23/08/2023,3,285,269,0,0,1000001523,
62567,31/07/2023,15/08/2023,2,255,46,1,1,1000001524,
62568,30/10/2023,12/11/2023,1,283,132,0,0,1000001525,
62569,28/11/2023,05/12/2023,2,258,47,0,0,1000001526,
62570,08/11/2023,18/11/2023,1,291,245,1,1,1000001527,
62571,08/06/2023,09/06/2023,3,270,181,1,1,1000001528,
62572,26/08/2023,04/09/2023,4,265,28,1,1,1000001529,
62573,23/01/2023,05/02/2023,1,231,181,1,1,1000001530,
62574,17/09/2023,25/09/2023,4,229,10,1,1,1000001531,
62575,16/11/2023,28/11/2023,4,299,182,1,1,1000001532,
62576,03/11/2023,04/11/2023,4,202,243,0,0,1000001533,
62577,08/06/2023,20/06/2023,4,250,156,0,0,1000001534,
62578,10/04/2023,22/04/2023,4,218,76,0,0,1000001535,
62579,02/08/2023,13/08/2023,3,281,13,1,1,1000001536,
62580,02/04/2023,12/04/2023,3,291,163,0,0,1000001537,
62581,24/04/2023,04/05/2023,3,246,154,1,1,1000001538,
62582,29/07/2023,12/08/2023,4,254,247,0,0,1000001539,
62583,16/06/2023,25/06/2023,2,292,28,1,1,1000001540,
62584,14/10/2023,23/10/2023,2,228,88,0,0,1000001541,
62585,30/01/2023,02/02/2023,2,248,268,1,1,1000001542,
62586,24/11/2023,05/12/2023,2,250,256,1,1,1000001543,
62587,09/08/2023,11/08/2023,4,212,65,1,1,1000001544,
62588,04/04/2023,19/04/2023,4,270,89,0,0,1000001545,
62589,08/08/2023,22/08/2023,4,258,61,1,1,1000001546,
62590,09/03/2023,22/03/2023,4,271,253,0,0,1000001547,
62591,10/10/2023,19/10/2023,4,258,50,1,1,1000001548,
62592,29/12/2023,05/01/2024,2,202,26,0,0,1000001549,
62593,08/06/2023,11/06/2023,4,255,285,0,0,1000001550,
62594,19/03/2023,01/04/2023,2,238,220,1,1,1000001551,
62595,09/11/2023,23/11/2023,4,249,95,1,1,1000001552,
62596,07/03/2023,19/03/2023,4,284,125,1,1,1000001553,
62597,05/12/2023,10/12/2023,4,231,186,1,1,1000001554,
62598,16/04/2023,23/04/2023,1,280,70,0,0,1000001555,
62599,21/05/2023,01/06/2023,4,224,140,0,0,1000001556,
62600,28/11/2023,11/12/2023,3,242,252,1,1,1000001557,
62601,23/12/2023,01/01/2024,3,222,180,0,0,1000001558,
62602,14/06/2023,25/06/2023,2,224,122,0,0,1000001559,
62603,01/12/2023,12/12/2023,2,251,266,0,0,1000001560,
62604,17/09/2023,20/09/2023,2,285,226,1,1,1000001561,
62605,03/06/2023,06/06/2023,1,289,264,0,0,1000001562,
62606,14/07/2023,22/07/2023,1,238,151,1,1,1000001563,
62607,20/01/2023,01/02/2023,1,274,140,0,0,1000001564,
62608,29/10/2023,07/11/2023,2,276,4,1,1,1000001565,
62609,06/11/2023,18/11/2023,4,212,47,0,0,1000001566,
62610,02/11/2023,15/11/2023,4,296,22,1,1,1000001567,
62611,11/05/2023,24/05/2023,2,211,115,1,1,1000001568,
62612,05/03/2023,07/03/2023,2,242,9,1,1,1000001569,
62613,07/04/2023,14/04/2023,4,281,81,1,1,1000001570,
62614,19/08/2023,02/09/2023,4,260,103,1,1,1000001571,
62615,07/04/2023,14/04/2023,4,283,57,0,0,1000001572,
62616,15/11/2023,27/11/2023,4,204,50,1,1,1000001573,
62617,05/10/2023,07/10/2023,1,259,130,0,0,1000001574,
62618,11/04/2023,24/04/2023,4,215,271,0,0,1000001575,
62619,12/12/2023,25/12/2023,4,259,168,1,1,1000001576,
62620,27/11/2023,30/11/2023,4,232,293,1,1,1000001577,
62621,26/11/2023,28/11/2023,2,222,87,0,0,1000001578,
62622,01/07/2023,12/07/2023,3,237,114,1,1,1000001579,
62623,17/11/2023,19/11/2023,2,300,86,0,0,1000001580,
62624,09/05/2023,21/05/2023,2,293,214,1,1,1000001581,
62625,11/10/2023,24/10/2023,1,228,199,0,0,1000001582,
62626,18/02/2023,24/02/2023,2,261,220,0,0,1000001583,
62627,15/09/2023,30/09/2023,3,268,161,1,1,1000001584,
62628,16/01/2023,17/01/2023,4,284,241,0,0,1000001585,
62629,04/09/2023,09/09/2023,3,263,296,1,1,1000001586,
62630,15/07/2023,20/07/2023,1,244,121,0,0,1000001587,
62631,05/04/2023,17/04/2023,3,272,59,0,0,1000001588,
62632,05/02/2023,10/02/2023,3,264,155,1,1,1000001589,
62633,10/05/2023,12/05/2023,3,219,226,1,1,1000001590,
62634,04/06/2023,12/06/2023,2,272,252,1,1,1000001591,
62635,17/03/2023,23/03/2023,2,269,278,0,0,1000001592,
62636,04/09/2023,16/09/2023,2,208,199,0,0,1000001593,
62637,25/02/2023,04/03/2023,2,262,1,1,1,1000001594,
62638,23/11/2023,27/11/2023,1,226,87,0,0,1000001595,
62639,24/11/2023,28/11/2023,1,219,12,1,1,1000001596,
62640,06/01/2023,18/01/2023,2,291,2,1,1,1000001597,
62641,19/10/2023,26/10/2023,2,212,181,0,0,1000001598,
62642,01/09/2023,14/09/2023,4,266,108,1,1,1000001599,
62643,03/02/2023,06/02/2023,4,251,144,1,1,1000001600,
62644,10/03/2023,14/03/2023,4,212,5,1,1,1000001601,
62645,12/08/2023,21/08/2023,2,230,52,1,1,1000001602,
62646,28/10/2023,10/11/2023,4,218,2,1,1,1000001603,
62647,08/11/2023,20/11/2023,1,244,118,1,1,1000001604,
62648,20/11/2023,04/12/2023,1,298,235,0,0,1000001605,
62649,22/06/2023,26/06/2023,2,231,138,1,1,1000001606,
62650,20/03/2023,29/03/2023,1,205,21,1,1,1000001607,
62651,11/05/2023,26/05/2023,1,212,177,0,0,1000001608,
62652,01/09/2023,12/09/2023,4,240,206,1,1,1000001609,
62653,21/03/2023,30/03/2023,2,251,156,1,1,1000001610,
62654,06/08/2023,21/08/2023,2,225,87,0,0,1000001611,
62655,10/11/2023,19/11/2023,1,240,278,1,1,1000001612,
62656,28/07/2023,09/08/2023,1,295,68,1,1,1000001613,
62657,09/10/2023,12/10/2023,1,270,210,1,1,1000001614,
62658,12/03/2023,24/03/2023,2,293,217,1,1,1000001615,
62659,06/09/2023,11/09/2023,2,228,249,0,0,1000001616,
