IDESTADIA,FECHALLEGADA,FECHASALIDA,NUMEROPERSONAS,IDPLAN,IDHABITACION,CHECKIN,PAGADO,IDCLIENTE,IDCONVENCION
19538,06/08/2020,21/08/2020,2,228,38,1,1,1000003490,
19539,22/05/2020,30/05/2020,3,231,281,1,1,1000003491,
19540,14/08/2020,23/08/2020,1,293,244,1,1,1000003492,
19541,10/06/2020,23/06/2020,4,249,299,0,0,1000003493,
19542,22/03/2020,25/03/2020,2,208,195,1,1,1000003494,
19543,19/10/2020,02/11/2020,2,204,89,1,1,1000003495,
19544,29/12/2020,01/01/2021,1,280,265,1,1,1000003496,
19545,18/12/2020,31/12/2020,4,243,165,0,0,1000003497,
19546,24/01/2020,04/02/2020,1,300,49,1,1,1000003498,
19547,28/03/2020,08/04/2020,1,231,118,1,1,1000003499,
19548,19/02/2020,01/03/2020,3,255,21,1,1,1000003500,
19549,19/09/2020,02/10/2020,4,248,235,0,0,1000003501,
19550,02/11/2020,04/11/2020,3,275,248,0,0,1000003502,
19551,06/09/2020,19/09/2020,2,201,57,1,1,1000003503,
19552,27/06/2020,04/07/2020,2,237,58,0,0,1000003504,
19553,15/03/2020,22/03/2020,2,206,57,1,1,1000003505,
19554,15/02/2020,01/03/2020,2,226,34,1,1,1000003506,
19555,22/05/2020,23/05/2020,2,278,202,0,0,1000003507,
19556,01/09/2020,04/09/2020,1,216,220,1,1,1000003508,
19557,05/09/2020,12/09/2020,2,231,135,0,0,1000003509,
19558,20/07/2020,30/07/2020,2,219,21,1,1,1000003510,
19559,19/12/2020,24/12/2020,3,286,115,0,0,1000003511,
19560,09/01/2020,10/01/2020,1,290,109,0,0,1000003512,
19561,16/10/2020,21/10/2020,1,230,25,0,0,1000003513,
19562,12/09/2020,14/09/2020,3,287,28,0,0,1000003514,
19563,12/03/2020,21/03/2020,1,216,232,1,1,1000003515,
19564,18/11/2020,24/11/2020,1,235,157,0,0,1000003516,
19565,08/09/2020,23/09/2020,2,285,109,0,0,1000003517,
19566,02/06/2020,07/06/2020,1,208,287,0,0,1000003518,
19567,04/06/2020,19/06/2020,1,253,267,1,1,1000003519,
19568,02/01/2020,07/01/2020,2,223,31,0,0,1000003520,
19569,30/05/2020,08/06/2020,3,289,263,1,1,1000003521,
19570,24/05/2020,31/05/2020,2,291,168,1,1,1000003522,
19571,04/03/2020,16/03/2020,4,232,42,1,1,1000003523,
19572,13/12/2020,22/12/2020,3,210,296,0,0,1000003524,
19573,14/10/2020,27/10/2020,4,289,252,1,1,1000003525,
19574,12/11/2020,26/11/2020,4,239,246,1,1,1000003526,
19575,09/03/2020,18/03/2020,1,241,52,1,1,1000003527,
19576,25/10/2020,09/11/2020,1,272,57,0,0,1000003528,
19577,24/02/2020,06/03/2020,1,228,166,1,1,1000003529,
19578,23/02/2020,27/02/2020,1,249,50,0,0,1000003530,
19579,31/08/2020,02/09/2020,3,291,150,1,1,1000003531,
19580,30/04/2020,01/05/2020,2,216,276,0,0,1000003532,
19581,09/07/2020,17/07/2020,1,265,41,0,0,1000003533,
19582,11/12/2020,14/12/2020,1,256,22,0,0,1000003534,
19583,15/08/2020,18/08/2020,2,234,244,0,0,1000003535,
19584,02/04/2020,05/04/2020,4,264,224,0,0,1000003536,
19585,20/07/2020,30/07/2020,2,241,277,1,1,1000003537,
19586,27/04/2020,01/05/2020,2,236,266,1,1,1000003538,
19587,25/03/2020,09/04/2020,3,300,163,1,1,1000003539,
19588,20/08/2020,30/08/2020,1,299,39,0,0,1000003540,
19589,16/05/2020,22/05/2020,4,296,3,1,1,1000003541,
19590,29/09/2020,02/10/2020,2,209,267,0,0,1000003542,
19591,09/03/2020,19/03/2020,1,242,200,0,0,1000003543,
19592,19/04/2020,27/04/2020,4,239,133,0,0,1000003544,
19593,21/06/2020,01/07/2020,4,207,84,1,1,1000003545,
19594,30/03/2020,13/04/2020,3,276,110,0,0,1000003546,
19595,20/08/2020,22/08/2020,2,240,64,1,1,1000003547,
19596,19/03/2020,27/03/2020,3,286,218,0,0,1000003548,
19597,04/02/2020,10/02/2020,1,260,61,1,1,1000003549,
19598,16/11/2020,24/11/2020,1,214,13,0,0,1000003550,
19599,03/03/2020,04/03/2020,4,228,117,0,0,1000003551,
19600,19/04/2020,24/04/2020,4,202,139,1,1,1000003552,
19601,05/10/2020,11/10/2020,4,217,174,1,1,1000003553,
19602,09/02/2020,16/02/2020,2,275,216,1,1,1000003554,
19603,13/10/2020,28/10/2020,4,261,270,0,0,1000003555,
19604,07/07/2020,10/07/2020,3,213,167,0,0,1000003556,
19605,14/03/2020,17/03/2020,2,274,84,0,0,1000003557,
19606,20/01/2020,28/01/2020,3,206,181,1,1,1000003558,
19607,04/09/2020,09/09/2020,1,287,118,0,0,1000003559,
19608,13/10/2020,14/10/2020,4,284,145,0,0,1000003560,
19609,05/12/2020,13/12/2020,2,202,13,1,1,1000003561,
19610,27/12/2020,01/01/2021,3,265,89,1,1,1000003562,
19611,13/11/2020,24/11/2020,1,203,274,0,0,1000003563,
19612,11/12/2020,26/12/2020,2,249,104,1,1,1000003564,
19613,22/12/2020,05/01/2021,1,253,196,1,1,1000003565,
19614,04/08/2020,18/08/2020,2,270,294,0,0,1000003566,
19615,24/06/2020,07/07/2020,4,232,66,0,0,1000003567,
19616,23/12/2020,02/01/2021,4,259,268,0,0,1000003568,
19617,28/05/2020,31/05/2020,2,278,3,0,0,1000003569,
19618,15/05/2020,18/05/2020,4,258,185,1,1,1000003570,
19619,17/12/2020,24/12/2020,4,277,69,0,0,1000003571,
19620,14/12/2020,21/12/2020,1,208,80,1,1,1000003572,
19621,08/05/2020,20/05/2020,3,245,4,1,1,1000003573,
19622,03/04/2020,04/04/2020,4,258,235,0,0,1000003574,
19623,16/12/2020,29/12/2020,4,213,228,1,1,1000003575,
19624,21/05/2020,24/05/2020,1,299,260,1,1,1000003576,
19625,20/05/2020,04/06/2020,3,209,126,0,0,1000003577,
19626,01/12/2020,08/12/2020,4,274,164,1,1,1000003578,
19627,10/12/2020,25/12/2020,2,279,48,1,1,1000003579,
19628,13/01/2020,20/01/2020,1,210,216,0,0,1000003580,
19629,20/02/2020,29/02/2020,3,300,100,1,1,1000003581,
19630,30/01/2020,06/02/2020,4,230,160,0,0,1000003582,
19631,09/03/2020,12/03/2020,2,201,20,1,1,1000003583,
19632,02/06/2020,06/06/2020,3,288,54,0,0,1000003584,
19633,03/12/2020,08/12/2020,3,257,140,1,1,1000003585,
19634,31/03/2020,15/04/2020,1,261,221,1,1,1000003586,
19635,01/07/2020,14/07/2020,2,257,234,0,0,1000003587,
19636,27/11/2020,10/12/2020,3,291,241,0,0,1000003588,
19637,21/04/2020,04/05/2020,1,204,174,1,1,1000003589,
19638,09/04/2020,20/04/2020,2,229,68,0,0,1000003590,
19639,24/07/2020,31/07/2020,2,268,220,1,1,1000003591,
19640,04/06/2020,16/06/2020,3,253,79,0,0,1000003592,
19641,29/11/2020,03/12/2020,2,258,210,0,0,1000003593,
19642,17/05/2020,30/05/2020,3,282,202,0,0,1000003594,
19643,29/05/2020,07/06/2020,1,259,254,1,1,1000003595,
19644,24/07/2020,25/07/2020,1,282,117,1,1,1000003596,
19645,03/10/2020,05/10/2020,1,293,68,1,1,1000003597,
19646,06/03/2020,07/03/2020,4,248,3,0,0,1000003598,
19647,10/04/2020,23/04/2020,4,293,36,0,0,1000003599,
19648,18/05/2020,02/06/2020,1,285,70,0,0,1000003600,
19649,28/07/2020,09/08/2020,1,207,285,0,0,1000003601,
19650,27/08/2020,28/08/2020,2,263,60,1,1,1000003602,
19651,08/10/2020,13/10/2020,3,250,17,0,0,1000003603,
19652,17/02/2020,02/03/2020,2,275,58,1,1,1000003604,
19653,12/01/2020,13/01/2020,3,271,198,1,1,1000003605,
19654,01/08/2020,14/08/2020,1,281,58,0,0,1000003606,
19655,06/06/2020,08/06/2020,4,229,233,1,1,1000003607,
19656,21/07/2020,22/07/2020,4,273,76,0,0,1000003608,
19657,14/02/2020,24/02/2020,1,206,130,0,0,1000003609,
19658,15/12/2020,21/12/2020,4,290,208,0,0,1000003610,
19659,19/07/2020,25/07/2020,2,242,195,1,1,1000003611,
19660,20/12/2020,02/01/2021,1,230,228,0,0,1000003612,
19661,02/04/2020,03/04/2020,2,280,240,1,1,1000003613,
19662,16/08/2020,29/08/2020,1,286,15,1,1,1000003614,
19663,09/04/2020,24/04/2020,2,242,200,1,1,1000003615,
19664,02/10/2020,16/10/2020,4,236,159,1,1,1000003616,
19665,20/01/2020,04/02/2020,2,204,91,1,1,1000003617,
19666,14/03/2020,22/03/2020,3,287,199,0,0,1000003618,
19667,16/03/2020,25/03/2020,2,218,130,1,1,1000003619,
19668,09/12/2020,19/12/2020,1,285,29,0,0,1000003620,
19669,04/04/2020,15/04/2020,1,235,220,0,0,1000003621,
19670,13/10/2020,17/10/2020,2,235,200,0,0,1000003622,
19671,18/07/2020,31/07/2020,3,261,146,0,0,1000003623,
19672,01/01/2020,16/01/2020,4,217,9,0,0,1000003624,
19673,26/07/2020,06/08/2020,2,288,214,0,0,1000003625,
19674,12/05/2020,15/05/2020,1,236,106,0,0,1000003626,
19675,10/06/2020,23/06/2020,4,204,299,1,1,1000003627,
19676,27/05/2020,02/06/2020,4,284,277,1,1,1000003628,
19677,14/10/2020,23/10/2020,2,275,157,0,0,1000003629,
19678,13/11/2020,25/11/2020,1,223,46,0,0,1000003630,
19679,15/04/2020,25/04/2020,2,223,72,1,1,1000003631,
19680,14/09/2020,16/09/2020,2,219,236,0,0,1000003632,
19681,22/01/2020,28/01/2020,3,266,11,1,1,1000003633,
19682,18/02/2020,20/02/2020,3,255,139,1,1,1000003634,
19683,29/01/2020,11/02/2020,4,289,258,1,1,1000003635,
19684,02/02/2020,14/02/2020,3,242,185,1,1,1000003636,
19685,15/05/2020,23/05/2020,4,280,1,0,0,1000003637,
19686,02/11/2020,07/11/2020,2,293,41,1,1,1000003638,
19687,27/06/2020,28/06/2020,1,255,246,1,1,1000003639,
19688,30/05/2020,05/06/2020,3,201,196,1,1,1000003640,
19689,02/11/2020,10/11/2020,4,203,127,1,1,1000003641,
19690,16/01/2020,28/01/2020,3,262,34,0,0,1000003642,
19691,22/04/2020,25/04/2020,4,298,9,0,0,1000003643,
19692,07/02/2020,13/02/2020,4,297,244,0,0,1000003644,
19693,14/10/2020,23/10/2020,4,295,106,0,0,1000003645,
19694,04/01/2020,06/01/2020,1,244,176,0,0,1000003646,
19695,15/05/2020,29/05/2020,2,214,71,0,0,1000003647,
19696,11/07/2020,25/07/2020,2,227,146,1,1,1000003648,
19697,16/02/2020,18/02/2020,1,222,297,0,0,1000003649,
19698,09/07/2020,24/07/2020,3,231,198,1,1,1000003650,
19699,03/03/2020,09/03/2020,2,213,1,1,1,1000003651,
19700,02/04/2020,05/04/2020,2,257,276,0,0,1000003652,
19701,24/04/2020,25/04/2020,4,270,220,1,1,1000003653,
19702,25/03/2020,05/04/2020,2,234,296,1,1,1000003654,
19703,07/05/2020,17/05/2020,2,299,137,0,0,1000003655,
19704,05/10/2020,09/10/2020,3,286,187,0,0,1000003656,
19705,23/04/2020,01/05/2020,4,282,167,0,0,1000003657,
19706,01/11/2020,06/11/2020,1,209,21,1,1,1000003658,
19707,15/12/2020,27/12/2020,2,262,112,1,1,1000003659,
19708,04/08/2020,12/08/2020,1,270,148,1,1,1000003660,
19709,22/07/2020,05/08/2020,2,293,189,1,1,1000003661,
19710,05/09/2020,11/09/2020,2,295,111,0,0,1000003662,
19711,26/06/2020,06/07/2020,1,247,54,1,1,1000003663,
19712,20/03/2020,28/03/2020,2,268,202,0,0,1000003664,
19713,03/12/2020,18/12/2020,2,261,165,1,1,1000003665,
19714,15/09/2020,23/09/2020,3,279,28,0,0,1000003666,
19715,27/04/2020,11/05/2020,3,214,231,1,1,1000003667,
19716,29/08/2020,08/09/2020,1,252,62,1,1,1000003668,
19717,19/01/2020,20/01/2020,3,250,97,0,0,1000003669,
19718,24/05/2020,01/06/2020,2,237,133,0,0,1000003670,
19719,24/10/2020,03/11/2020,2,211,22,0,0,1000003671,
19720,11/03/2020,14/03/2020,4,292,222,0,0,1000003672,
19721,26/02/2020,11/03/2020,4,287,221,1,1,1000003673,
19722,30/10/2020,06/11/2020,3,209,279,0,0,1000003674,
19723,23/09/2020,02/10/2020,1,266,266,1,1,1000003675,
19724,28/08/2020,30/08/2020,3,220,12,0,0,1000003676,
19725,05/11/2020,20/11/2020,4,277,122,1,1,1000003677,
19726,15/11/2020,18/11/2020,2,224,145,1,1,1000003678,
19727,18/10/2020,27/10/2020,1,222,104,1,1,1000003679,
19728,02/12/2020,17/12/2020,4,285,293,0,0,1000003680,
19729,07/02/2020,10/02/2020,2,204,27,0,0,1000003681,
19730,04/04/2020,15/04/2020,4,224,35,1,1,1000003682,
19731,19/10/2020,26/10/2020,4,267,73,1,1,1000003683,
19732,24/10/2020,27/10/2020,3,267,296,1,1,1000003684,
19733,17/01/2020,23/01/2020,4,291,232,0,0,1000003685,
19734,18/01/2020,02/02/2020,1,287,216,0,0,1000003686,
19735,11/09/2020,21/09/2020,2,281,149,1,1,1000003687,
19736,28/12/2020,12/01/2021,2,260,47,1,1,1000003688,
19737,04/07/2020,19/07/2020,3,272,266,1,1,1000003689,
19738,07/05/2020,22/05/2020,4,231,173,0,0,1000003690,
19739,09/08/2020,21/08/2020,1,258,208,0,0,1000003691,
19740,26/10/2020,04/11/2020,4,266,288,0,0,1000003692,
19741,12/08/2020,21/08/2020,1,213,196,1,1,1000003693,
19742,13/03/2020,18/03/2020,3,246,234,0,0,1000003694,
19743,19/04/2020,02/05/2020,4,236,222,1,1,1000003695,
19744,09/08/2020,10/08/2020,1,234,273,0,0,1000003696,
19745,15/08/2020,20/08/2020,4,230,298,1,1,1000003697,
19746,02/09/2020,03/09/2020,3,209,118,0,0,1000003698,
19747,08/08/2020,20/08/2020,3,248,4,0,0,1000003699,
19748,11/06/2020,20/06/2020,1,276,185,0,0,1000003700,
19749,20/09/2020,04/10/2020,3,251,217,0,0,1000003701,
19750,22/05/2020,25/05/2020,3,219,109,1,1,1000003702,
19751,19/09/2020,04/10/2020,3,217,80,1,1,1000003703,
19752,22/10/2020,04/11/2020,2,273,242,0,0,1000003704,
19753,24/07/2020,30/07/2020,2,213,264,1,1,1000003705,
19754,01/03/2020,07/03/2020,2,298,92,1,1,1000003706,
19755,05/06/2020,15/06/2020,1,240,161,1,1,1000003707,
19756,08/01/2020,09/01/2020,2,275,151,1,1,1000003708,
19757,06/09/2020,12/09/2020,2,239,298,1,1,1000003709,
19758,16/11/2020,22/11/2020,3,226,53,1,1,1000003710,
19759,15/05/2020,20/05/2020,4,287,141,1,1,1000003711,
19760,07/01/2020,14/01/2020,1,208,132,0,0,1000003712,
19761,09/07/2020,14/07/2020,1,281,299,0,0,1000003713,
19762,27/04/2020,06/05/2020,4,217,134,1,1,1000003714,
19763,24/03/2020,26/03/2020,2,289,230,0,0,1000003715,
19764,08/08/2020,21/08/2020,1,270,64,0,0,1000003716,
19765,08/07/2020,14/07/2020,2,214,30,1,1,1000003717,
19766,31/10/2020,14/11/2020,1,220,27,0,0,1000003718,
19767,29/06/2020,11/07/2020,3,258,95,1,1,1000003719,
19768,12/02/2020,16/02/2020,1,271,152,1,1,1000003720,
19769,07/12/2020,09/12/2020,2,286,41,0,0,1000003721,
19770,14/12/2020,24/12/2020,1,251,289,1,1,1000003722,
19771,15/01/2020,24/01/2020,1,262,213,1,1,1000003723,
19772,08/01/2020,14/01/2020,2,227,152,0,0,1000003724,
19773,08/10/2020,19/10/2020,4,247,81,0,0,1000003725,
19774,26/05/2020,07/06/2020,1,241,278,0,0,1000003726,
19775,15/02/2020,28/02/2020,1,243,153,0,0,1000003727,
19776,16/09/2020,26/09/2020,4,271,51,0,0,1000003728,
19777,16/12/2020,29/12/2020,2,251,109,1,1,1000003729,
19778,06/07/2020,12/07/2020,4,214,217,0,0,1000003730,
19779,09/05/2020,21/05/2020,2,232,197,0,0,1000003731,
19780,17/07/2020,19/07/2020,1,232,106,1,1,1000003732,
19781,03/06/2020,16/06/2020,3,218,155,1,1,1000003733,
19782,29/04/2020,13/05/2020,1,261,194,1,1,1000003734,
19783,08/01/2020,18/01/2020,3,273,11,1,1,1000003735,
19784,20/03/2020,24/03/2020,4,221,282,0,0,1000003736,
19785,28/10/2020,01/11/2020,2,267,172,0,0,1000003737,
19786,30/08/2020,10/09/2020,4,298,218,0,0,1000003738,
19787,20/05/2020,01/06/2020,1,240,207,0,0,1000003739,
19788,01/06/2020,06/06/2020,3,285,138,0,0,1000003740,
19789,04/08/2020,13/08/2020,2,291,184,0,0,1000003741,
19790,03/08/2020,18/08/2020,2,292,32,0,0,1000003742,
19791,05/04/2020,18/04/2020,1,222,76,0,0,1000003743,
19792,29/11/2020,09/12/2020,2,225,178,1,1,1000003744,
19793,01/12/2020,06/12/2020,3,296,264,0,0,1000003745,
19794,07/01/2020,18/01/2020,2,230,112,1,1,1000003746,
19795,02/10/2020,07/10/2020,1,230,80,1,1,1000003747,
19796,03/09/2020,11/09/2020,3,293,119,1,1,1000003748,
19797,10/04/2020,16/04/2020,3,255,143,1,1,1000003749,
19798,03/05/2020,09/05/2020,4,259,287,1,1,1000003750,
19799,24/12/2020,04/01/2021,1,206,180,1,1,1000003751,
19800,06/10/2020,15/10/2020,1,291,60,0,0,1000003752,
19801,17/08/2020,31/08/2020,1,225,209,1,1,1000003753,
19802,03/02/2020,12/02/2020,3,238,282,0,0,1000003754,
19803,28/05/2020,11/06/2020,2,246,270,1,1,1000003755,
19804,24/12/2020,25/12/2020,1,242,216,1,1,1000003756,
19805,06/12/2020,09/12/2020,3,268,199,0,0,1000003757,
19806,09/03/2020,14/03/2020,2,224,18,1,1,1000003758,
19807,21/08/2020,25/08/2020,4,266,263,1,1,1000003759,
19808,29/08/2020,11/09/2020,3,215,198,1,1,1000003760,
19809,15/08/2020,17/08/2020,1,224,125,1,1,1000003761,
19810,29/08/2020,02/09/2020,2,295,195,1,1,1000003762,
19811,22/04/2020,26/04/2020,2,201,45,1,1,1000003763,
19812,07/08/2020,11/08/2020,1,225,224,0,0,1000003764,
19813,07/09/2020,10/09/2020,4,292,10,1,1,1000003765,
19814,01/08/2020,16/08/2020,4,236,143,0,0,1000003766,
19815,29/08/2020,12/09/2020,1,240,146,1,1,1000003767,
19816,30/09/2020,09/10/2020,3,223,254,1,1,1000003768,
19817,31/01/2020,07/02/2020,2,275,204,1,1,1000003769,
19818,03/09/2020,16/09/2020,1,256,129,1,1,1000003770,
19819,05/04/2020,12/04/2020,3,298,252,1,1,1000003771,
19820,18/04/2020,24/04/2020,4,230,194,1,1,1000003772,
19821,10/12/2020,18/12/2020,2,279,243,1,1,1000003773,
19822,26/08/2020,06/09/2020,2,294,140,1,1,1000003774,
19823,04/08/2020,12/08/2020,1,260,81,0,0,1000003775,
19824,14/07/2020,25/07/2020,2,230,256,1,1,1000003776,
19825,20/05/2020,25/05/2020,3,260,151,0,0,1000003777,
19826,18/11/2020,20/11/2020,3,221,276,1,1,1000003778,
19827,03/02/2020,09/02/2020,4,273,174,1,1,1000003779,
19828,07/10/2020,11/10/2020,4,205,295,0,0,1000003780,
19829,27/01/2020,11/02/2020,1,265,198,0,0,1000003781,
19830,11/12/2020,18/12/2020,4,202,101,0,0,1000003782,
19831,17/06/2020,23/06/2020,4,274,143,1,1,1000003783,
19832,15/08/2020,24/08/2020,3,298,15,1,1,1000003784,
19833,09/02/2020,19/02/2020,4,289,279,0,0,1000003785,
19834,17/08/2020,19/08/2020,2,244,277,1,1,1000003786,
19835,06/01/2020,19/01/2020,4,278,32,1,1,1000003787,
19836,10/11/2020,13/11/2020,2,231,250,0,0,1000003788,
19837,21/12/2020,05/01/2021,3,273,98,1,1,1000003789,
19838,26/10/2020,28/10/2020,4,284,136,0,0,1000003790,
19839,03/12/2020,10/12/2020,2,291,269,1,1,1000003791,
19840,27/09/2020,06/10/2020,1,202,20,1,1,1000003792,
19841,06/11/2020,08/11/2020,2,240,91,0,0,1000003793,
19842,12/03/2020,17/03/2020,3,266,172,0,0,1000003794,
19843,14/07/2020,26/07/2020,1,228,91,1,1,1000003795,
19844,21/01/2020,03/02/2020,3,223,125,1,1,1000003796,
19845,06/03/2020,19/03/2020,4,238,162,1,1,1000003797,
19846,13/03/2020,19/03/2020,2,272,266,0,0,1000003798,
19847,20/02/2020,04/03/2020,4,266,219,1,1,1000003799,
19848,22/05/2020,31/05/2020,2,263,242,1,1,1000003800,
19849,23/03/2020,31/03/2020,2,264,52,1,1,1000003801,
19850,22/11/2020,06/12/2020,3,288,190,1,1,1000003802,
19851,27/05/2020,31/05/2020,3,250,282,0,0,1000003803,
19852,07/12/2020,19/12/2020,4,230,49,0,0,1000003804,
19853,17/10/2020,19/10/2020,2,216,105,1,1,1000003805,
19854,27/04/2020,01/05/2020,2,254,104,1,1,1000003806,
19855,15/07/2020,16/07/2020,4,243,271,1,1,1000003807,
19856,30/12/2020,14/01/2021,4,287,271,1,1,1000003808,
19857,23/06/2020,29/06/2020,3,300,10,1,1,1000003809,
19858,06/07/2020,14/07/2020,1,243,140,0,0,1000003810,
19859,14/06/2020,25/06/2020,4,211,228,1,1,1000003811,
19860,13/07/2020,25/07/2020,3,289,10,1,1,1000003812,
19861,31/05/2020,09/06/2020,2,213,35,1,1,1000003813,
19862,21/05/2020,30/05/2020,1,253,14,1,1,1000003814,
19863,22/11/2020,24/11/2020,3,226,143,1,1,1000003815,
19864,10/10/2020,20/10/2020,4,253,142,0,0,1000003816,
19865,07/11/2020,13/11/2020,2,284,154,1,1,1000003817,
19866,29/01/2020,06/02/2020,4,273,82,1,1,1000003818,
19867,06/03/2020,12/03/2020,3,251,106,0,0,1000003819,
19868,31/08/2020,09/09/2020,3,228,184,1,1,1000003820,
19869,08/03/2020,09/03/2020,1,272,11,0,0,1000003821,
19870,10/08/2020,23/08/2020,2,279,25,1,1,1000003822,
19871,16/09/2020,18/09/2020,1,265,37,0,0,1000003823,
19872,13/03/2020,26/03/2020,3,262,207,0,0,1000003824,
19873,30/06/2020,09/07/2020,4,284,34,0,0,1000003825,
19874,11/04/2020,20/04/2020,2,214,115,0,0,1000003826,
19875,08/12/2020,20/12/2020,4,264,161,1,1,1000003827,
19876,11/02/2020,25/02/2020,3,227,251,0,0,1000003828,
19877,04/10/2020,05/10/2020,2,249,96,1,1,1000003829,
19878,24/05/2020,29/05/2020,2,252,264,1,1,1000003830,
19879,16/08/2020,31/08/2020,4,218,283,1,1,1000003831,
19880,30/03/2020,02/04/2020,1,249,260,1,1,1000003832,
19881,02/06/2020,11/06/2020,4,223,294,1,1,1000003833,
19882,08/09/2020,09/09/2020,4,273,127,1,1,1000003834,
19883,19/08/2020,25/08/2020,4,262,150,0,0,1000003835,
19884,28/12/2020,10/01/2021,4,218,90,0,0,1000003836,
19885,18/03/2020,31/03/2020,3,206,145,1,1,1000003837,
19886,05/12/2020,06/12/2020,1,267,12,0,0,1000003838,
19887,16/11/2020,18/11/2020,4,248,248,0,0,1000003839,
19888,10/01/2020,18/01/2020,3,239,52,0,0,1000003840,
19889,06/06/2020,11/06/2020,2,282,253,1,1,1000003841,
19890,22/01/2020,04/02/2020,2,221,141,1,1,1000003842,
19891,07/08/2020,13/08/2020,2,247,166,0,0,1000003843,
19892,24/08/2020,27/08/2020,1,274,190,1,1,1000003844,
19893,31/10/2020,09/11/2020,2,221,96,0,0,1000003845,
19894,24/02/2020,08/03/2020,2,296,294,1,1,1000003846,
19895,23/11/2020,07/12/2020,2,260,193,1,1,1000003847,
19896,15/02/2020,18/02/2020,3,246,84,0,0,1000003848,
19897,02/05/2020,05/05/2020,1,262,31,0,0,1000003849,
19898,11/08/2020,15/08/2020,4,204,50,1,1,1000003850,
19899,12/03/2020,15/03/2020,1,203,252,0,0,1000003851,
19900,02/06/2020,14/06/2020,3,235,208,1,1,1000003852,
19901,08/01/2020,20/01/2020,2,256,20,0,0,1000003853,
19902,25/03/2020,02/04/2020,4,205,194,0,0,1000003854,
19903,10/09/2020,23/09/2020,3,270,293,1,1,1000003855,
19904,16/06/2020,21/06/2020,3,220,174,1,1,1000003856,
19905,27/12/2020,05/01/2021,4,279,212,1,1,1000003857,
19906,29/11/2020,09/12/2020,4,203,81,1,1,1000003858,
19907,16/01/2020,30/01/2020,4,279,218,1,1,1000003859,
19908,01/06/2020,03/06/2020,4,273,122,1,1,1000003860,
19909,19/01/2020,01/02/2020,4,240,55,0,0,1000003861,
19910,25/09/2020,26/09/2020,4,210,243,1,1,1000003862,
19911,26/01/2020,04/02/2020,1,283,44,0,0,1000003863,
19912,26/07/2020,02/08/2020,2,224,205,1,1,1000003864,
19913,22/01/2020,28/01/2020,4,281,158,0,0,1000003865,
19914,23/04/2020,24/04/2020,4,265,125,0,0,1000003866,
19915,10/03/2020,20/03/2020,2,246,232,1,1,1000003867,
19916,14/11/2020,28/11/2020,1,247,228,0,0,1000003868,
19917,24/02/2020,07/03/2020,2,201,260,1,1,1000003869,
19918,30/07/2020,10/08/2020,3,287,8,1,1,1000003870,
19919,28/01/2020,29/01/2020,2,265,132,0,0,1000003871,
19920,21/10/2020,24/10/2020,4,279,191,0,0,1000003872,
19921,02/04/2020,06/04/2020,2,235,223,1,1,1000003873,
19922,12/01/2020,13/01/2020,1,298,49,0,0,1000003874,
19923,17/09/2020,26/09/2020,2,270,141,0,0,1000003875,
19924,08/11/2020,10/11/2020,1,208,112,1,1,1000003876,
19925,02/06/2020,09/06/2020,1,287,270,1,1,1000003877,
19926,10/12/2020,17/12/2020,1,253,283,1,1,1000003878,
19927,04/09/2020,10/09/2020,1,252,164,1,1,1000003879,
19928,02/02/2020,06/02/2020,4,253,276,1,1,1000003880,
19929,02/04/2020,08/04/2020,4,201,258,1,1,1000003881,
19930,27/12/2020,10/01/2021,1,208,256,0,0,1000003882,
19931,03/12/2020,18/12/2020,1,281,18,0,0,1000003883,
19932,31/03/2020,11/04/2020,3,248,168,0,0,1000003884,
19933,13/02/2020,21/02/2020,2,219,244,0,0,1000003885,
19934,28/07/2020,01/08/2020,4,221,40,1,1,1000003886,
19935,22/10/2020,05/11/2020,2,266,147,0,0,1000003887,
19936,28/01/2020,05/02/2020,1,235,264,0,0,1000003888,
19937,09/01/2020,11/01/2020,3,300,119,1,1,1000003889,
19938,21/11/2020,29/11/2020,1,299,140,0,0,1000003890,
19939,02/10/2020,09/10/2020,1,237,155,1,1,1000003891,
19940,01/01/2020,10/01/2020,2,268,217,0,0,1000003892,
19941,14/02/2020,20/02/2020,4,248,238,1,1,1000003893,
19942,22/02/2020,29/02/2020,3,203,124,1,1,1000003894,
19943,07/08/2020,11/08/2020,2,266,17,1,1,1000003895,
19944,06/02/2020,13/02/2020,4,242,52,1,1,1000003896,
19945,12/12/2020,14/12/2020,2,262,23,0,0,1000003897,
19946,30/01/2020,08/02/2020,2,274,190,0,0,1000003898,
19947,29/01/2020,04/02/2020,4,220,45,1,1,1000003899,
19948,20/02/2020,22/02/2020,3,290,38,1,1,1000003900,
19949,04/07/2020,10/07/2020,2,254,289,1,1,1000003901,
19950,25/08/2020,08/09/2020,2,250,179,1,1,1000003902,
19951,10/04/2020,22/04/2020,1,238,209,0,0,1000003903,
19952,02/08/2020,08/08/2020,2,280,85,0,0,1000003904,
19953,28/06/2020,29/06/2020,3,208,215,0,0,1000003905,
19954,17/01/2020,30/01/2020,4,286,293,0,0,1000003906,
19955,05/10/2020,19/10/2020,1,220,173,1,1,1000003907,
19956,03/04/2020,05/04/2020,1,273,114,0,0,1000003908,
19957,08/12/2020,12/12/2020,1,268,168,1,1,1000003909,
19958,23/04/2020,04/05/2020,2,218,45,1,1,1000003910,
