IDHORARIO,DURACION,IDSERVICIO,FECHAINICIO,DIA,HORAINICIO,HORAFIN,FECHAFIN
8506,,4,21/04/2018,,0,12,21/04/2018
8507,,18,25/12/2018,,19,22,25/12/2018
8508,,17,25/08/2018,,11,7,25/08/2018
8509,,13,16/09/2018,,16,18,16/09/2018
8510,,11,09/10/2018,,8,7,09/10/2018
8511,,18,18/04/2018,,3,15,18/04/2018
8512,,14,14/07/2018,,15,22,14/07/2018
8513,,15,26/07/2018,,23,20,27/07/2018
8514,,18,05/05/2018,,18,23,06/05/2018
8515,,20,04/03/2018,,22,21,04/03/2018
8516,,12,25/06/2018,,13,10,26/06/2018
8517,,22,26/08/2018,,13,9,27/08/2018
8518,,8,26/04/2018,,1,23,26/04/2018
8519,,22,29/06/2018,,16,21,30/06/2018
8520,,17,22/08/2018,,20,19,23/08/2018
8521,,15,20/10/2018,,12,17,21/10/2018
8522,,17,29/12/2018,,2,23,30/12/2018
8523,,14,08/08/2018,,13,22,09/08/2018
8524,,5,27/03/2018,,22,23,28/03/2018
8525,,17,22/10/2018,,2,24,22/10/2018
8526,,4,14/12/2018,,0,8,14/12/2018
8527,,20,23/09/2018,,2,19,24/09/2018
8528,,22,10/06/2018,,10,13,10/06/2018
8529,,22,05/03/2018,,13,20,05/03/2018
8530,,5,15/09/2018,,12,23,15/09/2018
8531,,4,17/07/2018,,17,23,17/07/2018
8532,,8,31/10/2018,,13,16,31/10/2018
8533,,12,08/10/2018,,21,16,08/10/2018
8534,,17,12/02/2018,,5,18,12/02/2018
8535,,4,04/07/2018,,6,18,04/07/2018
8536,,13,07/01/2018,,8,23,07/01/2018
8537,,20,23/10/2018,,9,15,24/10/2018
8538,,18,29/09/2018,,0,14,29/09/2018
8539,,5,19/05/2018,,19,14,19/05/2018
8540,,5,21/02/2018,,5,22,22/02/2018
8541,,11,18/02/2018,,8,21,18/02/2018
8542,,4,10/08/2018,,3,19,11/08/2018
8543,,22,07/10/2018,,16,13,08/10/2018
8544,,11,01/10/2018,,11,10,01/10/2018
8545,,8,30/01/2018,,13,16,31/01/2018
8546,,5,25/04/2018,,23,24,25/04/2018
8547,,22,08/08/2018,,20,20,09/08/2018
8548,,17,17/03/2018,,14,24,17/03/2018
8549,,5,07/09/2018,,6,3,07/09/2018
8550,,18,14/12/2018,,0,6,14/12/2018
8551,,12,22/11/2018,,21,23,22/11/2018
8552,,14,07/10/2018,,1,17,07/10/2018
8553,,13,06/02/2018,,7,24,07/02/2018
8554,,12,01/06/2018,,6,11,02/06/2018
8555,,12,24/11/2018,,19,12,24/11/2018
8556,,22,19/07/2018,,4,12,19/07/2018
8557,,12,11/12/2018,,23,16,12/12/2018
8558,,14,06/02/2018,,6,20,07/02/2018
8559,,17,14/12/2018,,14,20,15/12/2018
8560,,22,20/11/2018,,19,21,20/11/2018
8561,,5,19/12/2018,,23,23,20/12/2018
8562,,5,10/01/2018,,13,18,11/01/2018
8563,,8,05/09/2018,,17,17,06/09/2018
8564,,14,23/10/2018,,8,16,23/10/2018
8565,,12,09/07/2018,,20,24,09/07/2018
8566,,11,19/06/2018,,18,16,19/06/2018
8567,,8,17/02/2018,,19,22,18/02/2018
8568,,18,24/05/2018,,22,19,25/05/2018
8569,,5,16/05/2018,,20,19,16/05/2018
8570,,15,20/08/2018,,7,22,20/08/2018
8571,,22,30/06/2018,,19,14,01/07/2018
8572,,5,08/09/2018,,12,23,09/09/2018
8573,,11,02/07/2018,,16,24,03/07/2018
8574,,8,28/02/2018,,23,23,28/02/2018
8575,,8,22/02/2018,,16,20,22/02/2018
8576,,12,09/02/2018,,3,24,09/02/2018
8577,,5,23/09/2018,,4,22,24/09/2018
8578,,5,17/02/2018,,10,13,18/02/2018
8579,,4,21/06/2018,,13,19,22/06/2018
8580,,4,08/05/2018,,5,18,09/05/2018
8581,,12,16/03/2018,,12,13,16/03/2018
8582,,17,04/08/2018,,0,15,04/08/2018
8583,,20,23/02/2018,,1,7,23/02/2018
8584,,4,05/06/2018,,13,23,06/06/2018
8585,,15,28/01/2018,,20,12,28/01/2018
8586,,15,16/04/2018,,17,22,17/04/2018
8587,,11,01/09/2018,,11,20,02/09/2018
8588,,17,12/02/2018,,1,19,12/02/2018
8589,,13,02/01/2018,,1,19,02/01/2018
8590,,12,24/07/2018,,16,21,25/07/2018
8591,,5,15/05/2018,,15,12,15/05/2018
8592,,17,19/11/2018,,15,16,19/11/2018
8593,,18,18/09/2018,,21,20,18/09/2018
8594,,5,05/11/2018,,14,14,05/11/2018
8595,,11,13/10/2018,,9,21,14/10/2018
8596,,15,10/03/2018,,17,5,10/03/2018
8597,,13,19/10/2018,,20,23,19/10/2018
8598,,11,31/05/2018,,5,21,01/06/2018
8599,,15,20/04/2018,,22,24,21/04/2018
8600,,15,09/06/2018,,1,23,09/06/2018
8601,,14,31/08/2018,,15,22,31/08/2018
8602,,13,01/02/2018,,3,7,01/02/2018
8603,,22,15/10/2018,,22,14,16/10/2018
8604,,14,26/05/2018,,2,23,27/05/2018
8605,,13,06/10/2018,,7,17,06/10/2018
8606,,18,16/01/2018,,18,13,17/01/2018
8607,,5,26/09/2018,,5,10,27/09/2018
8608,,4,27/11/2018,,10,19,27/11/2018
8609,,8,18/04/2018,,7,11,19/04/2018
8610,,5,02/12/2018,,16,11,02/12/2018
8611,,22,10/04/2018,,8,9,10/04/2018
8612,,15,02/02/2018,,18,23,02/02/2018
8613,,11,17/10/2018,,18,22,17/10/2018
8614,,4,17/06/2018,,23,20,18/06/2018
8615,,20,23/09/2018,,0,17,23/09/2018
8616,,14,24/06/2018,,14,5,25/06/2018
8617,,11,21/12/2018,,15,11,21/12/2018
8618,,20,23/06/2018,,18,8,24/06/2018
8619,,8,22/08/2018,,17,23,23/08/2018
8620,,12,12/12/2018,,13,22,12/12/2018
8621,,13,16/06/2018,,7,21,17/06/2018
8622,,5,18/10/2018,,18,6,19/10/2018
8623,,18,04/11/2018,,3,24,05/11/2018
8624,,18,09/01/2018,,10,23,09/01/2018
8625,,22,16/08/2018,,1,24,16/08/2018
8626,,15,05/01/2019,,17,23,05/01/2019
8627,,22,18/12/2018,,20,9,18/12/2018
8628,,8,12/01/2018,,12,24,12/01/2018
8629,,8,09/03/2018,,13,13,09/03/2018
8630,,13,07/03/2018,,8,15,07/03/2018
8631,,18,01/04/2018,,9,23,01/04/2018
8632,,11,30/11/2018,,1,15,30/11/2018
8633,,15,25/08/2018,,5,20,25/08/2018
8634,,11,08/11/2018,,16,23,09/11/2018
8635,,17,01/12/2018,,2,23,01/12/2018
8636,,22,21/07/2018,,19,23,22/07/2018
8637,,20,15/04/2018,,23,11,15/04/2018
8638,,5,04/03/2018,,21,14,04/03/2018
8639,,15,23/04/2018,,11,23,24/04/2018
8640,,8,17/10/2018,,12,13,18/10/2018
8641,,8,01/05/2018,,2,20,02/05/2018
8642,,14,14/12/2018,,11,20,15/12/2018
8643,,13,02/05/2018,,13,13,03/05/2018
8644,,17,10/06/2018,,2,16,10/06/2018
8645,,12,05/01/2018,,4,7,05/01/2018
8646,,20,22/04/2018,,17,4,22/04/2018
8647,,4,15/06/2018,,16,16,15/06/2018
8648,,22,18/11/2018,,15,9,18/11/2018
8649,,17,17/07/2018,,8,21,18/07/2018
8650,,17,21/01/2018,,21,20,21/01/2018
8651,,5,01/10/2018,,5,20,02/10/2018
8652,,12,06/07/2018,,22,21,07/07/2018
8653,,14,11/09/2018,,11,21,12/09/2018
8654,,13,12/01/2018,,2,19,12/01/2018
8655,,8,11/06/2018,,19,19,12/06/2018
8656,,8,02/10/2018,,16,19,03/10/2018
8657,,12,04/03/2018,,3,17,04/03/2018
8658,,15,19/09/2018,,13,18,19/09/2018
8659,,11,14/07/2018,,8,20,15/07/2018
8660,,22,16/07/2018,,3,23,16/07/2018
8661,,5,16/06/2018,,21,18,17/06/2018
8662,,8,17/07/2018,,13,21,18/07/2018
8663,,22,14/09/2018,,16,16,14/09/2018
8664,,8,26/01/2018,,14,10,27/01/2018
8665,,13,27/01/2018,,23,15,28/01/2018
8666,,12,26/06/2018,,10,14,26/06/2018
8667,,11,27/10/2018,,16,21,28/10/2018
8668,,4,05/05/2018,,2,12,06/05/2018
8669,,15,31/03/2018,,2,18,01/04/2018
8670,,13,07/08/2018,,4,24,07/08/2018
8671,,17,08/09/2018,,2,22,09/09/2018
8672,,14,26/05/2018,,21,17,27/05/2018
8673,,4,12/05/2018,,7,20,13/05/2018
8674,,22,16/01/2018,,0,21,17/01/2018
8675,,12,03/04/2018,,23,21,03/04/2018
8676,,14,11/07/2018,,16,12,12/07/2018
8677,,20,13/01/2018,,1,5,13/01/2018
8678,,17,12/03/2018,,10,17,13/03/2018
8679,,22,31/03/2018,,4,14,01/04/2018
8680,,18,15/08/2018,,20,17,15/08/2018
8681,,14,06/11/2018,,10,24,06/11/2018
8682,,17,07/10/2018,,6,7,08/10/2018
8683,,4,12/10/2018,,14,14,13/10/2018
8684,,22,26/07/2018,,8,9,27/07/2018
8685,,13,04/12/2018,,13,19,04/12/2018
8686,,18,10/08/2018,,19,12,10/08/2018
8687,,5,14/10/2018,,5,24,15/10/2018
8688,,11,07/07/2018,,3,24,08/07/2018
8689,,4,18/04/2018,,19,12,18/04/2018
8690,,12,29/07/2018,,21,7,29/07/2018
8691,,12,02/11/2018,,14,18,02/11/2018
8692,,17,11/04/2018,,13,9,11/04/2018
8693,,12,31/05/2018,,4,23,31/05/2018
8694,,20,21/07/2018,,23,22,21/07/2018
8695,,15,01/05/2018,,14,10,01/05/2018
8696,,5,04/09/2018,,14,15,04/09/2018
8697,,12,22/04/2018,,20,20,23/04/2018
8698,,18,17/03/2018,,21,10,18/03/2018
8699,,20,20/08/2018,,4,7,21/08/2018
8700,,8,23/12/2018,,23,21,24/12/2018
8701,,17,06/06/2018,,22,23,07/06/2018
8702,,11,03/09/2018,,8,21,04/09/2018
8703,,8,01/07/2018,,14,24,02/07/2018
8704,,22,27/07/2018,,1,16,28/07/2018
8705,,4,22/01/2018,,6,21,22/01/2018
8706,,15,02/09/2018,,6,7,03/09/2018
8707,,20,21/03/2018,,23,4,22/03/2018
8708,,18,02/07/2018,,8,19,03/07/2018
8709,,4,18/04/2018,,5,20,18/04/2018
8710,,17,08/08/2018,,14,24,09/08/2018
8711,,17,02/02/2018,,19,16,03/02/2018
8712,,11,08/12/2018,,1,16,08/12/2018
8713,,11,17/12/2018,,16,24,18/12/2018
8714,,22,14/07/2018,,18,20,14/07/2018
8715,,11,30/05/2018,,4,18,30/05/2018
8716,,22,03/07/2018,,5,14,04/07/2018
8717,,17,13/01/2018,,8,21,14/01/2018
8718,,15,05/08/2018,,8,14,05/08/2018
8719,,11,29/05/2018,,17,12,30/05/2018
8720,,22,29/07/2018,,12,23,29/07/2018
8721,,4,04/12/2018,,12,23,05/12/2018
8722,,8,20/12/2018,,0,13,21/12/2018
8723,,13,09/05/2018,,9,22,09/05/2018
8724,,8,20/07/2018,,22,1,20/07/2018
8725,,20,10/01/2018,,19,21,11/01/2018
8726,,22,08/02/2018,,1,10,09/02/2018
8727,,14,19/07/2018,,11,6,20/07/2018
8728,,5,21/09/2018,,18,23,21/09/2018
8729,,14,13/04/2018,,15,19,14/04/2018
8730,,4,22/12/2018,,10,11,22/12/2018
8731,,18,30/11/2018,,16,17,01/12/2018
8732,,18,12/12/2018,,1,24,12/12/2018
8733,,11,14/12/2018,,12,16,14/12/2018
8734,,22,09/12/2018,,2,15,10/12/2018
8735,,5,11/07/2018,,11,22,11/07/2018
8736,,22,11/12/2018,,14,21,12/12/2018
8737,,5,06/06/2018,,6,12,07/06/2018
8738,,14,20/10/2018,,0,19,21/10/2018
8739,,5,13/06/2018,,11,24,14/06/2018
8740,,18,13/04/2018,,1,24,13/04/2018
8741,,20,18/08/2018,,3,22,18/08/2018
8742,,13,23/12/2018,,0,23,23/12/2018
8743,,4,28/10/2018,,8,17,28/10/2018
8744,,17,14/02/2018,,14,21,15/02/2018
8745,,17,03/03/2018,,20,22,04/03/2018
8746,,15,13/09/2018,,14,18,14/09/2018
8747,,4,04/07/2018,,23,16,04/07/2018
8748,,4,08/06/2018,,8,23,08/06/2018
8749,,22,03/06/2018,,18,23,03/06/2018
8750,,22,26/10/2018,,7,22,26/10/2018
8751,,5,09/08/2018,,1,24,10/08/2018
8752,,11,09/08/2018,,13,24,10/08/2018
8753,,11,23/01/2018,,16,21,23/01/2018
8754,,11,24/08/2018,,21,10,24/08/2018
8755,,13,27/11/2018,,10,21,28/11/2018
8756,,11,23/03/2018,,15,8,24/03/2018
8757,,8,25/10/2018,,19,19,26/10/2018
8758,,4,14/12/2018,,17,11,15/12/2018
8759,,13,16/09/2018,,15,22,17/09/2018
8760,,11,02/03/2018,,2,8,03/03/2018
8761,,13,23/09/2018,,22,16,23/09/2018
8762,,13,13/07/2018,,13,24,14/07/2018
8763,,4,08/09/2018,,19,21,08/09/2018
8764,,17,06/08/2018,,18,13,07/08/2018
8765,,15,01/01/2019,,14,20,01/01/2019
8766,,8,04/01/2018,,20,16,05/01/2018
8767,,18,28/04/2018,,1,21,29/04/2018
8768,,5,01/07/2018,,19,10,02/07/2018
8769,,5,19/07/2018,,11,21,20/07/2018
8770,,18,30/06/2018,,23,18,01/07/2018
8771,,14,01/06/2018,,19,19,01/06/2018
8772,,17,19/08/2018,,20,24,20/08/2018
8773,,20,06/02/2018,,23,22,06/02/2018
8774,,22,18/10/2018,,21,21,18/10/2018
8775,,15,26/11/2018,,17,9,27/11/2018
8776,,14,30/11/2018,,12,19,01/12/2018
8777,,22,21/08/2018,,13,23,22/08/2018
8778,,14,21/01/2018,,5,20,21/01/2018
8779,,22,15/09/2018,,13,23,16/09/2018
8780,,8,29/05/2018,,23,11,29/05/2018
8781,,14,16/10/2018,,22,20,16/10/2018
8782,,5,01/11/2018,,5,12,02/11/2018
8783,,8,25/11/2018,,9,13,25/11/2018
8784,,20,28/10/2018,,1,21,29/10/2018
8785,,4,23/01/2018,,8,14,23/01/2018
8786,,8,23/08/2018,,9,20,24/08/2018
8787,,5,13/11/2018,,14,21,13/11/2018
8788,,13,18/09/2018,,4,17,19/09/2018
8789,,12,16/11/2018,,20,23,17/11/2018
8790,,18,27/06/2018,,0,20,27/06/2018
8791,,18,09/07/2018,,5,15,10/07/2018
8792,,22,04/02/2018,,13,20,05/02/2018
8793,,12,26/08/2018,,11,21,26/08/2018
8794,,4,27/12/2018,,18,21,27/12/2018
8795,,11,26/10/2018,,12,22,27/10/2018
8796,,11,11/07/2018,,7,18,11/07/2018
8797,,18,08/03/2018,,9,24,09/03/2018
8798,,14,28/07/2018,,17,8,28/07/2018
8799,,14,17/10/2018,,14,17,18/10/2018
8800,,8,19/05/2018,,17,23,20/05/2018
8801,,20,28/05/2018,,16,24,29/05/2018
8802,,14,18/08/2018,,7,23,19/08/2018
8803,,4,08/10/2018,,20,14,08/10/2018
8804,,8,22/08/2018,,9,19,23/08/2018
8805,,11,19/12/2018,,15,22,19/12/2018
8806,,13,23/11/2018,,23,19,24/11/2018
8807,,15,17/04/2018,,14,5,17/04/2018
8808,,22,09/02/2018,,2,24,09/02/2018
8809,,15,25/10/2018,,23,24,26/10/2018
8810,,20,19/09/2018,,5,20,20/09/2018
8811,,12,11/10/2018,,9,17,12/10/2018
8812,,20,21/04/2018,,19,18,22/04/2018
8813,,8,19/11/2018,,23,16,20/11/2018
8814,,22,24/11/2018,,16,23,25/11/2018
8815,,4,21/12/2018,,19,19,21/12/2018
8816,,20,07/05/2018,,16,24,07/05/2018
8817,,13,28/10/2018,,16,24,28/10/2018
8818,,20,03/01/2018,,3,9,03/01/2018
8819,,17,02/05/2018,,0,13,02/05/2018
8820,,4,10/11/2018,,10,6,11/11/2018
8821,,8,14/02/2018,,12,21,15/02/2018
8822,,4,18/03/2018,,22,23,18/03/2018
8823,,13,23/06/2018,,12,19,24/06/2018
8824,,13,06/08/2018,,19,19,06/08/2018
8825,,4,02/01/2018,,22,16,02/01/2018
8826,,20,07/07/2018,,1,23,08/07/2018
8827,,20,01/05/2018,,18,12,02/05/2018
8828,,12,05/12/2018,,0,6,06/12/2018
8829,,11,13/07/2018,,19,7,13/07/2018
8830,,22,02/08/2018,,11,10,02/08/2018
8831,,8,26/02/2018,,22,15,27/02/2018
8832,,11,15/08/2018,,3,8,15/08/2018
8833,,11,10/06/2018,,3,22,11/06/2018
8834,,4,25/12/2018,,13,19,26/12/2018
8835,,5,20/06/2018,,22,19,20/06/2018
8836,,5,14/07/2018,,19,19,14/07/2018
8837,,13,05/09/2018,,4,12,05/09/2018
8838,,11,15/03/2018,,19,20,15/03/2018
8839,,8,26/04/2018,,20,24,26/04/2018
8840,,14,05/05/2018,,17,11,06/05/2018
8841,,4,07/04/2018,,1,24,07/04/2018
8842,,15,18/10/2018,,15,23,18/10/2018
8843,,22,10/08/2018,,12,24,10/08/2018
8844,,13,22/05/2018,,8,23,22/05/2018
8845,,8,26/04/2018,,8,20,27/04/2018
8846,,4,20/07/2018,,2,19,21/07/2018
8847,,8,10/09/2018,,20,21,11/09/2018
8848,,11,24/10/2018,,23,21,25/10/2018
8849,,15,15/02/2018,,20,5,15/02/2018
8850,,8,27/10/2018,,3,12,28/10/2018
8851,,14,21/12/2018,,1,20,22/12/2018
8852,,15,25/03/2018,,16,21,26/03/2018
8853,,20,07/11/2018,,4,23,07/11/2018
8854,,20,10/07/2018,,9,16,11/07/2018
8855,,17,09/04/2018,,4,18,10/04/2018
8856,,20,24/12/2018,,11,19,25/12/2018
8857,,12,01/10/2018,,16,15,01/10/2018
8858,,5,04/08/2018,,15,24,04/08/2018
8859,,22,04/06/2018,,3,12,04/06/2018
8860,,17,12/03/2018,,13,16,13/03/2018
8861,,5,18/06/2018,,22,20,19/06/2018
8862,,17,06/07/2018,,22,20,06/07/2018
8863,,15,19/07/2018,,22,24,20/07/2018
8864,,8,06/08/2018,,9,20,06/08/2018
8865,,11,02/10/2018,,16,21,02/10/2018
8866,,20,04/12/2018,,16,14,04/12/2018
8867,,17,08/06/2018,,5,20,09/06/2018
8868,,20,01/01/2019,,21,12,02/01/2019
8869,,11,05/09/2018,,18,23,05/09/2018
8870,,11,02/12/2018,,1,11,02/12/2018
8871,,17,30/12/2018,,4,13,31/12/2018
8872,,20,17/09/2018,,8,16,18/09/2018
8873,,22,14/12/2018,,23,24,15/12/2018
8874,,13,15/03/2018,,8,12,16/03/2018
8875,,13,07/10/2018,,19,24,08/10/2018
8876,,13,28/01/2018,,13,21,29/01/2018
8877,,14,20/03/2018,,9,23,20/03/2018
8878,,15,25/01/2018,,4,8,25/01/2018
8879,,14,06/09/2018,,18,21,07/09/2018
8880,,17,19/06/2018,,21,24,19/06/2018
8881,,20,17/05/2018,,10,8,18/05/2018
8882,,11,26/04/2018,,9,23,27/04/2018
8883,,4,09/10/2018,,9,9,09/10/2018
8884,,12,22/05/2018,,5,10,22/05/2018
8885,,20,02/11/2018,,1,18,03/11/2018
8886,,5,16/03/2018,,17,17,16/03/2018
8887,,14,18/11/2018,,11,15,19/11/2018
8888,,13,02/09/2018,,20,11,02/09/2018
8889,,13,27/10/2018,,14,23,28/10/2018
8890,,12,07/01/2018,,12,12,07/01/2018
8891,,8,01/07/2018,,4,19,01/07/2018
8892,,14,13/03/2018,,2,20,14/03/2018
8893,,5,09/02/2018,,2,5,10/02/2018
8894,,13,25/12/2018,,8,24,25/12/2018
8895,,5,03/05/2018,,4,22,04/05/2018
8896,,20,10/11/2018,,7,22,10/11/2018
8897,,22,06/05/2018,,19,13,06/05/2018
8898,,11,19/10/2018,,15,9,19/10/2018
8899,,20,24/09/2018,,17,23,25/09/2018
8900,,14,22/11/2018,,12,24,23/11/2018
8901,,18,17/09/2018,,21,13,18/09/2018
8902,,13,02/02/2018,,8,22,03/02/2018
8903,,17,20/04/2018,,19,23,21/04/2018
8904,,22,02/12/2018,,22,12,02/12/2018
8905,,5,07/03/2018,,7,18,07/03/2018
8906,,15,07/11/2018,,11,24,07/11/2018
8907,,20,14/04/2018,,11,23,15/04/2018
8908,,5,05/07/2018,,16,23,05/07/2018
8909,,4,10/10/2018,,20,17,11/10/2018
8910,,12,09/07/2018,,3,15,10/07/2018
8911,,4,20/05/2018,,6,14,20/05/2018
8912,,14,01/02/2018,,3,20,02/02/2018
8913,,14,04/08/2018,,4,14,05/08/2018
8914,,11,29/04/2018,,5,23,30/04/2018
8915,,12,05/05/2018,,18,17,05/05/2018
8916,,11,15/01/2018,,13,21,15/01/2018
8917,,5,03/12/2018,,6,13,03/12/2018
8918,,11,02/10/2018,,4,22,02/10/2018
8919,,12,17/10/2018,,18,5,18/10/2018
8920,,22,25/06/2018,,18,12,25/06/2018
8921,,17,30/06/2018,,2,21,30/06/2018
8922,,4,19/07/2018,,23,22,20/07/2018
8923,,11,20/04/2018,,6,17,21/04/2018
8924,,13,09/04/2018,,9,24,10/04/2018
8925,,15,06/09/2018,,16,22,06/09/2018
8926,,4,12/10/2018,,21,9,13/10/2018
8927,,13,30/06/2018,,10,22,30/06/2018
8928,,11,08/12/2018,,19,19,09/12/2018
8929,,18,13/09/2018,,8,24,14/09/2018
8930,,17,29/09/2018,,15,24,30/09/2018
8931,,14,09/08/2018,,16,18,10/08/2018
8932,,18,25/08/2018,,6,9,26/08/2018
8933,,14,30/04/2018,,12,18,30/04/2018
8934,,22,27/08/2018,,21,17,28/08/2018
8935,,14,08/02/2018,,17,13,09/02/2018
8936,,5,28/03/2018,,13,2,29/03/2018
8937,,4,22/09/2018,,12,23,23/09/2018
8938,,14,30/07/2018,,4,21,30/07/2018
8939,,5,01/02/2018,,1,10,01/02/2018
8940,,17,10/03/2018,,19,21,11/03/2018
8941,,15,30/12/2018,,0,14,31/12/2018
8942,,11,15/04/2018,,21,12,15/04/2018
8943,,18,06/04/2018,,17,23,07/04/2018
8944,,8,08/05/2018,,2,8,09/05/2018
8945,,11,13/08/2018,,6,19,13/08/2018
8946,,20,20/09/2018,,6,19,20/09/2018
8947,,18,01/08/2018,,4,12,01/08/2018
8948,,4,27/08/2018,,3,11,28/08/2018
8949,,8,08/01/2018,,19,24,08/01/2018
8950,,4,15/06/2018,,3,18,15/06/2018
8951,,20,03/12/2018,,14,12,03/12/2018
8952,,14,16/07/2018,,15,21,17/07/2018
8953,,20,05/11/2018,,9,24,06/11/2018
8954,,12,16/03/2018,,20,23,16/03/2018
8955,,11,17/08/2018,,1,21,17/08/2018
8956,,4,09/06/2018,,20,18,09/06/2018
8957,,22,08/05/2018,,18,16,09/05/2018
8958,,20,17/07/2018,,12,21,18/07/2018
8959,,4,18/08/2018,,19,22,18/08/2018
8960,,4,05/06/2018,,16,21,06/06/2018
8961,,4,20/09/2018,,7,23,21/09/2018
8962,,5,16/05/2018,,12,4,16/05/2018
8963,,11,15/03/2018,,11,21,16/03/2018
8964,,11,30/06/2018,,10,21,01/07/2018
8965,,15,23/07/2018,,7,20,24/07/2018
8966,,14,28/08/2018,,4,20,28/08/2018
8967,,11,25/11/2018,,6,23,26/11/2018
8968,,17,11/07/2018,,1,8,11/07/2018
8969,,14,15/06/2018,,15,8,15/06/2018
8970,,8,09/09/2018,,16,18,09/09/2018
8971,,8,23/03/2018,,7,24,23/03/2018
8972,,13,13/07/2018,,5,13,13/07/2018
8973,,12,02/10/2018,,20,3,02/10/2018
8974,,17,11/06/2018,,20,24,11/06/2018
8975,,20,09/11/2018,,18,10,09/11/2018
8976,,13,08/06/2018,,4,7,09/06/2018
8977,,18,09/09/2018,,2,11,10/09/2018
8978,,8,11/03/2018,,19,19,11/03/2018
8979,,12,02/12/2018,,22,8,03/12/2018
8980,,11,18/09/2018,,3,22,18/09/2018
8981,,11,05/10/2018,,9,24,06/10/2018
8982,,15,27/06/2018,,14,20,28/06/2018
8983,,8,23/09/2018,,12,12,24/09/2018
8984,,20,21/06/2018,,10,21,21/06/2018
8985,,22,30/03/2018,,15,22,30/03/2018
8986,,5,30/06/2018,,10,22,01/07/2018
8987,,20,31/08/2018,,16,24,31/08/2018
8988,,5,15/08/2018,,23,14,16/08/2018
8989,,13,14/05/2018,,16,1,14/05/2018
8990,,5,02/02/2018,,5,23,03/02/2018
8991,,14,08/03/2018,,21,20,08/03/2018
8992,,8,01/01/2019,,17,24,01/01/2019
8993,,14,01/03/2018,,21,22,02/03/2018
8994,,8,05/04/2018,,16,11,05/04/2018
8995,,20,09/12/2018,,9,24,09/12/2018
8996,,11,16/02/2018,,5,24,16/02/2018
8997,,14,08/04/2018,,12,11,08/04/2018
8998,,13,09/05/2018,,16,17,09/05/2018
8999,,20,07/04/2018,,16,22,07/04/2018
9000,,8,14/07/2018,,10,15,15/07/2018
9001,,13,15/12/2018,,9,24,15/12/2018
9002,,22,22/07/2018,,13,20,23/07/2018
9003,,5,17/10/2018,,12,23,17/10/2018
9004,,5,23/10/2018,,12,22,24/10/2018
9005,,18,04/07/2018,,20,8,04/07/2018
9006,,12,27/10/2018,,0,5,28/10/2018
9007,,14,30/06/2018,,19,19,30/06/2018
9008,,12,01/02/2018,,14,23,02/02/2018
9009,,11,27/04/2018,,7,22,28/04/2018
9010,,13,23/07/2018,,8,22,24/07/2018
9011,,12,20/09/2018,,12,24,20/09/2018
9012,,20,18/02/2018,,18,22,18/02/2018
9013,,15,25/08/2018,,10,21,26/08/2018
9014,,11,28/08/2018,,11,14,29/08/2018
9015,,8,29/01/2018,,10,20,30/01/2018
9016,,17,13/01/2018,,11,14,14/01/2018
9017,,13,18/07/2018,,23,7,19/07/2018
9018,,14,23/08/2018,,7,18,23/08/2018
9019,,13,02/11/2018,,12,19,03/11/2018
9020,,14,17/10/2018,,18,18,18/10/2018
9021,,22,08/11/2018,,7,15,09/11/2018
9022,,11,30/01/2018,,17,18,31/01/2018
9023,,12,07/05/2018,,2,21,08/05/2018
9024,,14,07/08/2018,,1,15,07/08/2018
9025,,5,27/11/2018,,0,24,27/11/2018
9026,,5,27/03/2018,,20,23,28/03/2018
9027,,12,08/12/2018,,10,23,09/12/2018
9028,,15,19/03/2018,,22,21,20/03/2018
9029,,13,03/05/2018,,22,22,03/05/2018
9030,,15,06/12/2018,,21,24,06/12/2018
9031,,11,24/12/2018,,3,7,24/12/2018
9032,,15,13/02/2018,,1,21,13/02/2018
9033,,4,07/02/2018,,18,21,08/02/2018
9034,,4,21/10/2018,,3,18,21/10/2018
9035,,5,27/05/2018,,21,4,27/05/2018
9036,,18,02/08/2018,,16,15,03/08/2018
9037,,22,06/07/2018,,9,12,07/07/2018
9038,,13,07/12/2018,,4,22,07/12/2018
9039,,5,18/08/2018,,9,24,18/08/2018
9040,,12,19/03/2018,,3,21,20/03/2018
9041,,18,11/03/2018,,9,21,12/03/2018
9042,,5,15/09/2018,,16,24,16/09/2018
9043,,8,28/12/2018,,3,22,28/12/2018
9044,,17,05/04/2018,,23,5,05/04/2018
9045,,22,10/09/2018,,20,15,10/09/2018
9046,,15,30/05/2018,,19,17,30/05/2018
9047,,4,10/04/2018,,18,21,11/04/2018
9048,,17,31/08/2018,,20,11,01/09/2018
9049,,8,20/03/2018,,0,20,20/03/2018
9050,,15,21/07/2018,,4,17,22/07/2018
9051,,4,20/09/2018,,3,20,20/09/2018
9052,,11,29/06/2018,,5,23,30/06/2018
9053,,17,16/05/2018,,2,24,16/05/2018
9054,,4,01/10/2018,,9,10,02/10/2018
9055,,14,13/06/2018,,9,23,13/06/2018
9056,,20,16/05/2018,,17,14,17/05/2018
9057,,13,07/12/2018,,8,8,07/12/2018
9058,,8,03/09/2018,,5,23,04/09/2018
9059,,17,08/02/2018,,14,17,09/02/2018
9060,,11,20/06/2018,,22,24,21/06/2018
9061,,20,29/08/2018,,0,19,29/08/2018
9062,,14,25/02/2018,,6,20,25/02/2018
