NUMRESERVA,IDESTADIA,IDSERVICIO,IDHORARIO,IDCONSUMO,IDCONVENCION,CAPACIDAD
99093,97894,5,99123,,,4
99094,97895,20,99124,,,3
99095,97896,14,99125,,,4
99096,97897,13,99126,,,2
99097,97898,13,99127,,,3
99098,97899,13,99128,,,2
99099,97900,17,99129,,,1
99100,97901,5,99130,,,3
99101,97902,12,99131,,,4
99102,97903,22,99132,,,2
99103,97904,4,99133,,,1
99104,97905,6,99134,,,1
99105,97906,22,99135,,,3
99106,97907,15,99136,,,2
99107,97908,18,99137,,,4
99108,97909,12,99138,,,3
99109,97910,5,99139,,,2
99110,97911,11,99140,,,3
99111,97912,15,99141,,,1
99112,97913,5,99142,,,4
99113,97914,18,99143,,,3
99114,97915,14,99144,,,3
99115,97916,14,99145,,,2
99116,97917,11,99146,,,1
99117,97918,13,99147,,,3
99118,97919,17,99148,,,4
99119,97920,14,99149,,,1
99120,97921,6,99150,,,3
99121,97922,13,99151,,,1
99122,97923,15,99152,,,3
99123,97924,15,99153,,,2
99124,97925,15,99154,,,4
99125,97926,4,99155,,,2
99126,97927,20,99156,,,2
99127,97928,15,99157,,,1
99128,97929,14,99158,,,2
99129,97930,14,99159,,,3
99130,97931,6,99160,,,4
99131,97932,18,99161,,,2
99132,97933,15,99162,,,2
99133,97934,8,99163,,,1
99134,97935,12,99164,16,,2
99135,97936,14,99165,,,1
99136,97937,14,99166,,,1
99137,97938,4,99167,15,,4
99138,97939,17,99168,15,,4
99139,97940,20,99169,,,3
99140,97941,4,99170,,,4
99141,97942,4,99171,,,3
99142,97943,4,99172,,,3
99143,97944,11,99173,,,4
99144,97945,15,99174,,,1
99145,97946,12,99175,,,2
99146,97947,15,99176,,,2
99147,97948,5,99177,,,2
99148,97949,11,99178,,,3
99149,97950,20,99179,,,2
99150,97951,22,99180,,,1
99151,97952,12,99181,,,4
99152,97953,11,99182,14,,4
99153,97954,6,99183,,,2
99154,97955,8,99184,,,3
99155,97956,22,99185,,,4
99156,97957,8,99186,,,1
99157,97958,4,99187,,,3
99158,97959,5,99188,,,4
99159,97960,18,99189,,,2
99160,97961,4,99190,,,3
99161,97962,18,99191,14,,2
99162,97963,22,99192,,,4
99163,97964,8,99193,,,2
99164,97965,8,99194,,,2
99165,97966,4,99195,,,2
99166,97967,15,99196,,,3
99167,97968,8,99197,,,2
99168,97969,4,99198,,,3
99169,97970,11,99199,,,2
99170,97971,20,99200,,,2
99171,97972,14,99201,,,1
99172,97973,13,99202,,,1
99173,97974,15,99203,,,3
99174,97975,13,99204,,,2
99175,97976,8,99205,,,4
99176,97977,4,99206,,,3
99177,97978,8,99207,,,1
99178,97979,15,99208,,,1
99179,97980,12,99209,,,4
99180,97981,15,99210,,,2
99181,97982,18,99211,,,4
99182,97983,18,99212,,,3
99183,97984,4,99213,,,3
99184,97985,5,99214,,,1
99185,97986,17,99215,,,4
99186,97987,5,99216,,,3
99187,97988,18,99217,,,1
99188,97989,13,99218,,,3
99189,97990,17,99219,,,4
99190,97991,11,99220,,,2
99191,97992,5,99221,,,4
99192,97993,12,99222,,,4
99193,97994,11,99223,,,1
99194,97995,4,99224,,,1
99195,97996,15,99225,,,2
99196,97997,13,99226,,,3
99197,97998,18,99227,,,3
99198,97999,22,99228,,,2
99199,98000,8,99229,,,3
99200,98001,15,99230,,,2
99201,98002,18,99231,,,1
99202,98003,17,99232,,,3
99203,98004,8,99233,,,4
99204,98005,6,99234,,,3
99205,98006,15,99235,,,3
99206,98007,17,99236,15,,1
99207,98008,18,99237,,,2
99208,98009,11,99238,,,2
99209,98010,14,99239,,,3
99210,98011,15,99240,,,1
99211,98012,13,99241,,,4
99212,98013,11,99242,,,4
99213,98014,13,99243,,,2
99214,98015,11,99244,,,4
99215,98016,13,99245,,,3
99216,98017,17,99246,,,4
99217,98018,5,99247,,,4
99218,98019,5,99248,,,1
99219,98020,13,99249,,,3
99220,98021,20,99250,,,1
99221,98022,22,99251,,,1
99222,98023,20,99252,,,2
99223,98024,4,99253,,,4
99224,98025,6,99254,,,1
99225,98026,20,99255,,,4
99226,98027,5,99256,,,3
99227,98028,8,99257,,,4
99228,98029,13,99258,,,3
99229,98030,6,99259,,,3
99230,98031,13,99260,,,2
99231,98032,18,99261,,,4
99232,98033,15,99262,,,3
99233,98034,15,99263,,,4
99234,98035,6,99264,,,2
99235,98036,5,99265,,,2
99236,98037,14,99266,14,,1
99237,98038,6,99267,,,2
99238,98039,14,99268,,,1
99239,98040,6,99269,,,1
99240,98041,8,99270,,,1
99241,98042,17,99271,,,3
99242,98043,13,99272,,,4
99243,98044,14,99273,,,1
99244,98045,18,99274,,,1
99245,98046,5,99275,,,2
99246,98047,8,99276,,,4
99247,98048,12,99277,,,2
99248,98049,13,99278,,,3
99249,98050,13,99279,,,4
99250,98051,14,99280,,,4
99251,98052,5,99281,,,2
99252,98053,18,99282,,,3
99253,98054,4,99283,16,,4
99254,98055,13,99284,,,2
99255,98056,22,99285,,,2
99256,98057,11,99286,,,3
99257,98058,17,99287,,,3
99258,98059,14,99288,,,3
99259,98060,14,99289,,,1
99260,98061,17,99290,,,4
99261,98062,18,99291,,,4
99262,98063,17,99292,,,3
99263,98064,12,99293,,,4
99264,98065,12,99294,,,4
99265,98066,20,99295,,,1
99266,98067,13,99296,,,3
99267,98068,12,99297,,,3
99268,98069,11,99298,,,4
99269,98070,5,99299,,,1
99270,98071,11,99300,,,3
99271,98072,14,99301,,,2
99272,98073,4,99302,,,1
99273,98074,20,99303,,,2
99274,98075,14,99304,,,1
99275,98076,22,99305,,,3
99276,98077,13,99306,,,4
99277,98078,6,99307,,,2
99278,98079,15,99308,,,2
99279,98080,12,99309,16,,3
99280,98081,8,99310,,,1
99281,98082,8,99311,,,3
99282,98083,15,99312,,,1
99283,98084,12,99313,,,1
99284,98085,11,99314,,,2
99285,98086,14,99315,,,3
99286,98087,22,99316,,,4
99287,98088,20,99317,,,2
99288,98089,11,99318,,,3
99289,98090,14,99319,15,,4
99290,98091,5,99320,,,3
99291,98092,20,99321,,,4
99292,98093,4,99322,,,4
99293,98094,18,99323,,,3
99294,98095,14,99324,,,3
99295,98096,20,99325,,,3
99296,98097,13,99326,,,3
99297,98098,6,99327,,,1
99298,98099,12,99328,,,2
99299,98100,14,99329,,,4
99300,98101,11,99330,,,1
99301,98102,18,99331,,,1
99302,98103,13,99332,,,1
99303,98104,14,99333,,,2
99304,98105,14,99334,,,4
99305,98106,6,99335,,,4
99306,98107,12,99336,,,4
99307,98108,5,99337,,,3
99308,98109,14,99338,,,1
99309,98110,4,99339,,,2
99310,98111,6,99340,,,1
99311,98112,14,99341,,,4
99312,98113,8,99342,,,2
99313,98114,18,99343,,,2
99314,98115,17,99344,,,1
99315,98116,22,99345,,,4
99316,98117,18,99346,16,,2
99317,98118,15,99347,,,2
99318,98119,4,99348,,,2
99319,98120,12,99349,,,4
99320,98121,11,99350,,,2
99321,98122,18,99351,,,2
99322,98123,6,99352,,,3
99323,98124,14,99353,,,1
99324,98125,11,99354,,,2
99325,98126,17,99355,,,2
99326,98127,6,99356,,,2
99327,98128,15,99357,,,1
99328,98129,12,99358,,,4
99329,98130,17,99359,,,2
99330,98131,18,99360,,,2
99331,98132,6,99361,,,4
99332,98133,4,99362,,,1
99333,98134,6,99363,,,3
99334,98135,14,99364,,,2
99335,98136,17,99365,,,1
99336,98137,14,99366,14,,3
99337,98138,15,99367,,,2
99338,98139,6,99368,,,1
99339,98140,4,99369,,,2
99340,98141,8,99370,,,3
99341,98142,17,99371,,,3
99342,98143,17,99372,,,2
99343,98144,15,99373,,,2
99344,98145,5,99374,,,1
99345,98146,17,99375,,,3
99346,98147,15,99376,,,2
99347,98148,15,99377,,,3
99348,98149,8,99378,15,,2
99349,98150,15,99379,,,4
99350,98151,5,99380,,,3
99351,98152,4,99381,,,3
99352,98153,17,99382,,,3
99353,98154,12,99383,,,4
99354,98155,18,99384,,,2
99355,98156,13,99385,,,3
99356,98157,4,99386,,,4
99357,98158,17,99387,,,1
99358,98159,22,99388,14,,3
99359,98160,20,99389,,,2
99360,98161,15,99390,,,2
99361,98162,13,99391,,,4
99362,98163,17,99392,,,4
99363,98164,4,99393,,,1
99364,98165,22,99394,,,1
99365,98166,20,99395,,,2
99366,98167,5,99396,16,,4
99367,98168,6,99397,15,,4
99368,98169,14,99398,,,3
99369,98170,14,99399,,,2
99370,98171,17,99400,,,2
99371,98172,4,99401,16,,1
99372,98173,22,99402,,,4
99373,98174,15,99403,,,4
99374,98175,12,99404,,,3
99375,98176,20,99405,16,,2
99376,98177,12,99406,16,,4
99377,98178,14,99407,,,4
99378,98179,17,99408,,,2
99379,98180,4,99409,,,1
99380,98181,17,99410,,,1
99381,98182,12,99411,,,1
99382,98183,17,99412,,,1
99383,98184,13,99413,,,1
99384,98185,4,99414,,,4
99385,98186,4,99415,,,3
99386,98187,15,99416,,,3
99387,98188,4,99417,,,4
99388,98189,8,99418,,,3
99389,98190,13,99419,,,3
99390,98191,15,99420,,,4
99391,98192,6,99421,14,,3
99392,98193,5,99422,14,,1
99393,98194,6,99423,,,2
99394,98195,14,99424,,,1
99395,98196,4,99425,,,1
99396,98197,6,99426,,,4
99397,98198,20,99427,,,3
99398,98199,17,99428,,,1
99399,98200,6,99429,,,4
99400,98201,15,99430,,,4
99401,98202,12,99431,14,,4
99402,98203,12,99432,,,4
99403,98204,5,99433,,,1
99404,98205,5,99434,,,4
99405,98206,20,99435,,,4
99406,98207,15,99436,,,3
99407,98208,17,99437,15,,2
99408,98209,13,99438,,,3
99409,98210,18,99439,,,1
99410,98211,20,99440,,,4
99411,98212,17,99441,,,2
99412,98213,5,99442,,,1
99413,98214,6,99443,,,4
99414,98215,12,99444,,,1
99415,98216,4,99445,,,3
99416,98217,14,99446,,,3
99417,98218,18,99447,,,3
99418,98219,8,99448,,,1
99419,98220,12,99449,,,3
99420,98221,17,99450,,,3
99421,98222,8,99451,,,4
99422,98223,17,99452,,,3
99423,98224,11,99453,,,3
99424,98225,14,99454,,,4
99425,98226,13,99455,,,4
99426,98227,4,99456,,,3
99427,98228,13,99457,,,1
99428,98229,22,99458,,,4
99429,98230,8,99459,,,1
99430,98231,11,99460,,,1
99431,98232,15,99461,,,1
99432,98233,4,99462,,,3
99433,98234,15,99463,14,,4
99434,98235,17,99464,,,4
99435,98236,5,99465,,,2
99436,98237,8,99466,,,3
99437,98238,13,99467,,,4
99438,98239,18,99468,,,4
99439,98240,4,99469,,,2
99440,98241,15,99470,,,1
99441,98242,15,99471,,,3
99442,98243,13,99472,,,2
99443,98244,20,99473,14,,3
99444,98245,22,99474,,,2
99445,98246,14,99475,,,1
99446,98247,15,99476,,,4
99447,98248,4,99477,,,2
99448,98249,14,99478,,,1
99449,98250,11,99479,,,1
99450,98251,15,99480,,,2
99451,98252,13,99481,,,3
99452,98253,4,99482,,,2
99453,98254,4,99483,,,4
99454,98255,12,99484,,,1
99455,98256,8,99485,,,3
99456,98257,6,99486,,,3
99457,98258,20,99487,,,1
99458,98259,15,99488,,,3
99459,98260,20,99489,,,1
99460,98261,17,99490,,,2
99461,98262,18,99491,,,3
99462,98263,17,99492,,,2
99463,98264,15,99493,,,2
99464,98265,17,99494,,,4
99465,98266,8,99495,,,4
99466,98267,18,99496,,,3
99467,98268,12,99497,,,3
99468,98269,5,99498,,,3
99469,98270,13,99499,,,4
99470,98271,12,99500,,,4
99471,98272,12,99501,,,3
99472,98273,11,99502,,,2
99473,98274,4,99503,,,2
99474,98275,17,99504,,,4
99475,98276,18,99505,,,1
99476,98277,12,99506,,,3
99477,98278,6,99507,,,2
99478,98279,14,99508,,,3
99479,98280,14,99509,,,2
99480,98281,5,99510,,,1
99481,98282,11,99511,,,3
99482,98283,4,99512,,,3
99483,98284,20,99513,,,1
99484,98285,8,99514,,,3
99485,98286,13,99515,,,2
99486,98287,8,99516,,,2
99487,98288,6,99517,,,3
99488,98289,13,99518,,,2
99489,98290,22,99519,,,3
99490,98291,13,99520,,,4
99491,98292,11,99521,,,1
99492,98293,22,99522,,,3
99493,98294,5,99523,,,2
99494,98295,8,99524,,,3
99495,98296,14,99525,,,4
99496,98297,5,99526,,,2
99497,98298,17,99527,,,1
99498,98299,6,99528,,,4
99499,98300,5,99529,,,2
99500,98301,6,99530,,,4
99501,98302,8,99531,,,1
99502,98303,5,99532,,,4
99503,98304,11,99533,16,,3
99504,98305,12,99534,,,2
99505,98306,11,99535,,,4
99506,98307,13,99536,,,2
99507,98308,11,99537,,,1
99508,98309,12,99538,,,3
99509,98310,4,99539,14,,2
99510,98311,8,99540,,,3
99511,98312,5,99541,,,4
99512,98313,13,99542,,,2
99513,98314,5,99543,,,4
99514,98315,14,99544,,,3
99515,98316,13,99545,,,4
99516,98317,18,99546,,,3
99517,98318,13,99547,,,1
99518,98319,6,99548,15,,2
99519,98320,11,99549,,,4
99520,98321,5,99550,,,4
99521,98322,12,99551,,,2
99522,98323,8,99552,,,1
99523,98324,11,99553,,,1
99524,98325,20,99554,,,4
99525,98326,13,99555,,,4
99526,98327,5,99556,,,3
99527,98328,13,99557,,,1
99528,98329,15,99558,,,1
99529,98330,18,99559,,,1
99530,98331,17,99560,,,3
99531,98332,5,99561,,,2
99532,98333,6,99562,,,4
99533,98334,14,99563,,,3
99534,98335,22,99564,,,2
99535,98336,20,99565,,,3
99536,98337,13,99566,,,2
99537,98338,22,99567,,,2
99538,98339,4,99568,,,3
99539,98340,14,99569,,,1
99540,98341,5,99570,,,2
99541,98342,11,99571,,,2
99542,98343,22,99572,,,1
99543,98344,17,99573,15,,4
99544,98345,8,99574,,,3
99545,98346,22,99575,16,,1
99546,98347,6,99576,,,1
99547,98348,12,99577,,,2
99548,98349,6,99578,14,,2
99549,98350,22,99579,,,3
99550,98351,5,99580,15,,4
99551,98352,8,99581,,,2
99552,98353,6,99582,,,1
99553,98354,13,99583,,,1
99554,98355,15,99584,,,4
99555,98356,13,99585,,,1
99556,98357,5,99586,,,3
99557,98358,8,99587,,,3
99558,98359,20,99588,,,4
99559,98360,14,99589,,,1
99560,98361,13,99590,,,3
99561,98362,12,99591,,,3
99562,98363,5,99592,,,1
99563,98364,15,99593,,,1
99564,98365,17,99594,,,4
99565,98366,18,99595,,,1
99566,98367,5,99596,,,4
99567,98368,4,99597,,,1
99568,98369,12,99598,,,1
99569,98370,17,99599,,,3
99570,98371,20,99600,,,3
99571,98372,5,99601,,,4
99572,98373,15,99602,,,3
99573,98374,15,99603,16,,2
99574,98375,15,99604,,,4
99575,98376,22,99605,,,2
99576,98377,12,99606,,,4
99577,98378,11,99607,,,2
99578,98379,11,99608,,,2
99579,98380,22,99609,15,,1
99580,98381,14,99610,,,3
99581,98382,4,99611,,,1
99582,98383,20,99612,,,3
99583,98384,12,99613,,,3
99584,98385,5,99614,,,1
99585,98386,22,99615,,,3
99586,98387,12,99616,,,2
99587,98388,11,99617,,,1
99588,98389,17,99618,,,3
99589,98390,15,99619,,,2
99590,98391,13,99620,,,4
99591,98392,20,99621,,,3
99592,98393,5,99622,,,3
99593,98394,18,99623,,,3
99594,98395,14,99624,,,4
99595,98396,15,99625,,,2
99596,98397,11,99626,,,1
99597,98398,11,99627,,,3
99598,98399,6,99628,,,3
99599,98400,12,99629,,,4
99600,98401,12,99630,,,2
99601,98402,13,99631,,,2
99602,98403,6,99632,,,3
99603,98404,13,99633,,,3
99604,98405,11,99634,,,2
99605,98406,12,99635,,,3
99606,98407,15,99636,,,4
99607,98408,14,99637,,,1
99608,98409,15,99638,,,2
99609,98410,13,99639,,,3
99610,98411,5,99640,,,3
99611,98412,6,99641,,,1
99612,98413,20,99642,,,2
99613,98414,11,99643,14,,1
99614,98415,22,99644,,,4
99615,98416,5,99645,,,2
99616,98417,4,99646,,,1
99617,98418,13,99647,,,4
99618,98419,6,99648,,,1
99619,98420,17,99649,,,3
99620,98421,8,99650,,,1
99621,98422,8,99651,,,3
99622,98423,20,99652,16,,1
99623,98424,15,99653,,,3
99624,98425,8,99654,,,3
99625,98426,6,99655,,,3
99626,98427,22,99656,16,,2
99627,98428,11,99657,,,2
99628,98429,18,99658,15,,4
99629,98430,8,99659,,,1
99630,98431,15,99660,,,3
99631,98432,5,99661,,,3
99632,98433,18,99662,,,2
99633,98434,12,99663,,,1
99634,98435,5,99664,,,3
99635,98436,12,99665,,,2
99636,98437,17,99666,,,1
99637,98438,11,99667,,,1
99638,98439,22,99668,,,1
99639,98440,8,99669,,,1
99640,98441,8,99670,,,1
99641,98442,5,99671,,,3
99642,98443,22,99672,,,4
99643,98444,4,99673,,,3
99644,98445,8,99674,,,2
99645,98446,14,99675,,,3
99646,98447,4,99676,15,,1
99647,98448,18,99677,,,2
99648,98449,20,99678,,,3
99649,98450,22,99679,,,2
99650,98451,22,99680,,,2
99651,98452,14,99681,,,4
99652,98453,4,99682,,,2
99653,98454,8,99683,,,1
99654,98455,12,99684,,,2
99655,98456,4,99685,,,1
99656,98457,11,99686,,,3
99657,98458,5,99687,,,1
99658,98459,20,99688,,,1
99659,98460,4,99689,,,2
99660,98461,8,99690,,,3
99661,98462,12,99691,,,4
99662,98463,12,99692,,,4
99663,98464,15,99693,,,1
99664,98465,20,99694,,,3
99665,98466,14,99695,,,2
99666,98467,12,99696,,,3
99667,98468,22,99697,,,1
99668,98469,15,99698,,,3
99669,98470,22,99699,,,3
99670,98471,22,99700,,,3
99671,98472,17,99701,,,3
99672,98473,12,99702,,,3
99673,98474,6,99703,,,1
99674,98475,14,99704,,,3
99675,98476,14,99705,,,4
99676,98477,14,99706,,,1
99677,98478,11,99707,,,3
99678,98479,15,99708,,,2
99679,98480,13,99709,,,4
99680,98481,4,99710,,,1
99681,98482,5,99711,,,3
99682,98483,14,99712,,,4
99683,98484,14,99713,,,1
99684,98485,6,99714,,,2
99685,98486,17,99715,,,2
99686,98487,22,99716,,,4
99687,98488,18,99717,,,3
99688,98489,22,99718,,,2
99689,98490,13,99719,,,2
99690,98491,4,99720,,,3
99691,98492,8,99721,,,1
99692,98493,14,99722,,,4
99693,98494,15,99723,,,1
99694,98495,4,99724,,,3
99695,98496,4,99725,,,4
99696,98497,13,99726,,,4
99697,98498,5,99727,,,4
99698,98499,13,99728,,,3
99699,98500,15,99729,,,3
99700,98501,13,99730,16,,3
99701,98502,22,99731,14,,2
99702,98503,8,99732,15,,1
99703,98504,14,99733,,,4
99704,98505,4,99734,14,,3
99705,98506,5,99735,,,4
99706,98507,8,99736,,,3
99707,98508,5,99737,,,4
99708,98509,5,99738,,,2
99709,98510,5,99739,,,1
99710,98511,15,99740,,,3
99711,98512,4,99741,,,2
99712,98513,14,99742,,,2
99713,98514,17,99743,,,1
99714,98515,6,99744,,,2
99715,98516,20,99745,,,4
99716,98517,14,99746,,,4
99717,98518,13,99747,,,4
99718,98519,5,99748,,,2
99719,98520,17,99749,,,2
99720,98521,18,99750,16,,1
99721,98522,11,99751,,,3
99722,98523,17,99752,,,4
99723,98524,8,99753,,,3
99724,98525,6,99754,,,4
99725,98526,18,99755,15,,3
99726,98527,11,99756,,,3
99727,98528,8,99757,,,2
99728,98529,18,99758,,,2
99729,98530,13,99759,,,1
99730,98531,8,99760,,,2
99731,98532,22,99761,,,1
99732,98533,20,99762,,,4
99733,98534,20,99763,,,3
99734,98535,18,99764,,,4
99735,98536,22,99765,,,2
99736,98537,8,99766,,,4
99737,98538,20,99767,,,1
99738,98539,8,99768,,,2
99739,98540,14,99769,15,,4
99740,98541,11,99770,14,,4
99741,98542,5,99771,,,2
99742,98543,12,99772,,,1
99743,98544,8,99773,,,3
99744,98545,12,99774,,,1
99745,98546,20,99775,,,4
99746,98547,18,99776,,,4
99747,98548,13,99777,,,2
99748,98549,22,99778,,,3
99749,98550,11,99779,,,1
99750,98551,6,99780,,,1
99751,98552,18,99781,,,3
99752,98553,15,99782,,,2
99753,98554,5,99783,,,1
99754,98555,17,99784,,,3
99755,98556,18,99785,15,,2
99756,98557,22,99786,,,4
99757,98558,13,99787,16,,2
99758,98559,15,99788,,,2
99759,98560,15,99789,,,3
99760,98561,22,99790,,,3
99761,98562,8,99791,,,3
99762,98563,18,99792,,,3
99763,98564,4,99793,,,4
99764,98565,5,99794,,,2
99765,98566,22,99795,14,,3
99766,98567,20,99796,,,2
99767,98568,15,99797,,,3
99768,98569,4,99798,,,1
99769,98570,6,99799,,,1
99770,98571,5,99800,,,1
99771,98572,6,99801,,,3
99772,98573,12,99802,,,2
99773,98574,22,99803,16,,1
99774,98575,14,99804,,,3
99775,98576,17,99805,,,3
99776,98577,20,99806,,,2
99777,98578,13,99807,,,2
99778,98579,17,99808,,,3
99779,98580,15,99809,,,3
99780,98581,15,99810,,,2
99781,98582,11,99811,,,1
99782,98583,5,99812,,,3
99783,98584,12,99813,,,4
99784,98585,14,99814,,,4
99785,98586,15,99815,,,4
99786,98587,13,99816,,,3
99787,98588,13,99817,,,3
99788,98589,8,99818,,,4
99789,98590,14,99819,,,4
99790,98591,12,99820,,,1
99791,98592,13,99821,,,1
99792,98593,13,99822,15,,2
99793,98594,5,99823,,,1
99794,98595,18,99824,,,2
99795,98596,14,99825,,,3
99796,98597,11,99826,,,4
99797,98598,17,99827,,,2
99798,98599,20,99828,,,2
99799,98600,15,99829,,,1
99800,98601,13,99830,,,4
99801,98602,4,99831,,,3
99802,98603,4,99832,,,4
99803,98604,17,99833,,,1
99804,98605,20,99834,,,3
99805,98606,6,99835,,,4
99806,98607,13,99836,,,3
99807,98608,22,99837,,,1
99808,98609,17,99838,,,2
99809,98610,22,99839,,,1
99810,98611,17,99840,,,3
99811,98612,8,99841,,,2
99812,98613,22,99842,,,2
99813,98614,14,99843,,,4
99814,98615,15,99844,,,4
99815,98616,17,99845,,,2
99816,98617,6,99846,,,3
99817,98618,13,99847,,,1
99818,98619,14,99848,,,4
99819,98620,8,99849,,,1
99820,98621,12,99850,,,3
99821,98622,17,99851,,,3
99822,98623,12,99852,,,1
99823,98624,20,99853,,,2
99824,98625,14,99854,,,4
99825,98626,17,99855,,,2
99826,98627,22,99856,,,1
99827,98628,8,99857,,,1
99828,98629,15,99858,,,3
99829,98630,17,99859,,,3
99830,98631,12,99860,,,4
99831,98632,12,99861,,,3
99832,98633,20,99862,15,,1
99833,98634,22,99863,15,,4
99834,98635,5,99864,,,4
99835,98636,5,99865,,,1
99836,98637,13,99866,,,2
99837,98638,11,99867,,,1
99838,98639,17,99868,,,4
99839,98640,12,99869,,,4
99840,98641,13,99870,,,4
99841,98642,6,99871,,,4
99842,98643,18,99872,,,4
99843,98644,12,99873,,,1
99844,98645,12,99874,,,4
99845,98646,4,99875,,,1
99846,98647,12,99876,,,2
99847,98648,5,99877,,,1
99848,98649,12,99878,,,3
99849,98650,22,99879,,,4
99850,98651,17,99880,,,4
99851,98652,15,99881,,,1
99852,98653,22,99882,,,1
99853,98654,15,99883,,,2
99854,98655,11,99884,,,4
99855,98656,14,99885,,,3
99856,98657,6,99886,,,3
99857,98658,15,99887,,,4
99858,98659,14,99888,,,2
99859,98660,4,99889,,,2
99860,98661,15,99890,,,3
99861,98662,13,99891,,,2
99862,98663,6,99892,,,3
99863,98664,4,99893,,,4
99864,98665,18,99894,14,,2
99865,98666,18,99895,,,3
99866,98667,22,99896,,,4
99867,98668,18,99897,,,3
99868,98669,17,99898,,,3
99869,98670,8,99899,16,,3
99870,98671,15,99900,,,1
99871,98672,13,99901,,,4
99872,98673,5,99902,,,2
99873,98674,17,99903,14,,4
99874,98675,5,99904,,,1
99875,98676,15,99905,,,4
99876,98677,12,99906,,,4
99877,98678,18,99907,,,3
99878,98679,17,99908,,,1
99879,98680,5,99909,,,2
99880,98681,17,99910,,,2
99881,98682,17,99911,,,1
99882,98683,20,99912,,,3
99883,98684,5,99913,,,4
99884,98685,11,99914,,,1
99885,98686,14,99915,,,3
99886,98687,12,99916,,,4
99887,98688,18,99917,,,3
99888,98689,15,99918,,,4
99889,98690,18,99919,,,2
99890,98691,11,99920,,,1
99891,98692,14,99921,14,,3
99892,98693,12,99922,,,2
99893,98694,22,99923,,,3
99894,98695,4,99924,,,1
99895,98696,18,99925,,,4
99896,98697,20,99926,,,4
99897,98698,14,99927,,,4
99898,98699,22,99928,,,4
99899,98700,12,99929,,,4
99900,98701,4,99930,,,1
99901,98702,15,99931,,,2
99902,98703,17,99932,,,3
99903,98704,15,99933,,,2
99904,98705,17,99934,,,4
99905,98706,4,99935,,,3
99906,98707,13,99936,,,1
99907,98708,22,99937,,,3
99908,98709,20,99938,,,4
99909,98710,14,99939,,,1
99910,98711,14,99940,,,2
99911,98712,6,99941,,,3
99912,98713,20,99942,,,1
99913,98714,11,99943,,,4
99914,98715,4,99944,,,2
99915,98716,14,99945,,,4
99916,98717,15,99946,,,2
99917,98718,15,99947,,,1
99918,98719,20,99948,,,3
99919,98720,13,99949,,,4
99920,98721,15,99950,,,2
99921,98722,4,99951,,,4
99922,98723,18,99952,,,4
99923,98724,4,99953,,,2
99924,98725,18,99954,,,4
99925,98726,5,99955,,,2
99926,98727,18,99956,,,4
99927,98728,18,99957,14,,3
99928,98729,18,99958,,,3
99929,98730,14,99959,,,2
99930,98731,17,99960,,,1
99931,98732,4,99961,,,4
99932,98733,20,99962,,,3
99933,98734,15,99963,,,1
99934,98735,18,99964,,,3
99935,98736,8,99965,,,1
99936,98737,12,99966,,,1
99937,98738,15,99967,,,3
99938,98739,6,99968,,,2
99939,98740,12,99969,16,,2
99940,98741,12,99970,,,4
99941,98742,5,99971,,,3
99942,98743,8,99972,,,2
99943,98744,22,99973,,,4
99944,98745,20,99974,,,3
99945,98746,8,99975,,,3
99946,98747,15,99976,,,3
99947,98748,6,99977,,,3
99948,98749,8,99978,,,4
99949,98750,8,99979,,,3
99950,98751,12,99980,,,4
99951,98752,11,99981,,,1
99952,98753,20,99982,14,,4
99953,98754,8,99983,,,4
99954,98755,4,99984,16,,2
99955,98756,11,99985,,,1
99956,98757,4,99986,,,1
99957,98758,17,99987,,,2
99958,98759,17,99988,,,1
99959,98760,17,99989,,,2
99960,98761,4,99990,,,1
99961,98762,12,99991,14,,1
99962,98763,17,99992,,,3
99963,98764,18,99993,,,4
99964,98765,6,99994,,,1
99965,98766,20,99995,,,4
99966,98767,15,99996,14,,3
99967,98768,6,99997,,,2
99968,98769,17,99998,,,3
99969,98770,5,99999,,,3
99970,98771,22,100000,,,4
99971,98772,6,100001,,,4
99972,98773,22,100002,,,1
99973,98774,12,100003,,,1
99974,98775,6,100004,,,4
99975,98776,14,100005,,,2
99976,98777,6,100006,,,1
99977,98778,4,100007,,,3
99978,98779,14,100008,,,3
99979,98780,15,100009,,,2
99980,98781,8,100010,,,4
99981,98782,13,100011,14,,1
99982,98783,15,100012,,,2
99983,98784,22,100013,,,3
99984,98785,6,100014,,,3
99985,98786,4,100015,14,,1
99986,98787,12,100016,,,2
99987,98788,5,100017,,,4
99988,98789,22,100018,,,3
99989,98790,4,100019,14,,1
99990,98791,8,100020,,,2
99991,98792,15,100021,16,,1
99992,98793,4,100022,,,1
99993,98794,12,100023,,,3
99994,98795,20,100024,,,2
99995,98796,18,100025,,,3
99996,98797,20,100026,,,1
99997,98798,14,100027,,,3
99998,98799,22,100028,,,3
99999,98800,6,100029,,,4
100000,98801,12,100030,,,3
100001,98802,8,100031,,,2
100002,98803,4,100032,,,3
100003,98804,4,100033,,,1
100004,98805,20,100034,,,3
100005,98806,13,100035,,,2
100006,98807,18,100036,,,1
100007,98808,15,100037,,,3
100008,98809,12,100038,16,,4
100009,98810,6,100039,14,,1
100010,98811,15,100040,,,2
100011,98812,18,100041,,,4
100012,98813,17,100042,,,3
100013,98814,20,100043,,,2
100014,98815,20,100044,,,1
100015,98816,22,100045,,,2
100016,98817,17,100046,,,4
